3,,0073373900488,,,,1,,,NOW,,,,,PANTOTHENIC ACID 500 MG,,,,250.00,,,CAP,,,,Feb 21 2016 1,,,,,2.88,,,,,
4,,0007628004380,,,,1,,,SOLARAY,,,,,PANTOTHENIC ACID-500 MG,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.50,,,,,
5,,0064667067013,,,,1,,,SPROUTS,,,,,B-6 100 MG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
6,,0064667067015,,,,1,,,SPROUTS,,,,,B-6 100 MG,,,,250.00,,,TAB,,,,Feb 21 2016 1,,,,,2.13,,,,,
7,,0064667069021,,,,1,,,SPROUTS,,,,,VITAMIN B 6 500 MG,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
8,,0003367440431,,,,1,,,NATURE'S WAY,,,,,VIT B-6 50MG,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.03,,,,,
9,,0001579406130,,,,1,,,COUNTRY LIFE,,,,,VITAMIN B-6 200 MG,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,,,2.00,,,,,
10,,0001579406237,,,,1,,,COUNTRY LIFE,,,,,P-5-P 50 MG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
Positio,,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0003398402308,,,,1,,,SOLGAR,,,,,PYRIDOXAL 5 PHOSPHATE 50 MG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.75,,,,,
12,,0003367440461,,,,2,,,NATURE'S WAY,,,,,INOSITOL 500 MG,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.03,,,,,
13,,0003398401450,,,,1,,,SOLGAR,,,,,INOSITOL 500 MG,,,,100.00,,,VCP,,,,Jul 31 2016 1,,,,,2.24,,,,,
14,,0073373900527,,,,1,,,NOW,,,,,INOSITOL POWDER 100% PURE,,,,4.00,,,OZ,,,,Feb 21 2016 1,,,,,2.52,,,,,
15,,0007628004356,,,,1,,,SOLARAY,,,,,INSITOL,,,,4.00,,,OZ,,,,,,,,,2.50,,,,,
16,,0003398400830,,,,1,,,SOLGAR,,,,,CHOLINE 350 MG,,,,100.00,,,VCP,,,,Jul 31 2016 1,,,,,2.60,,,,,
17,,0007628004357,,,,1,,,SOLARAY,,,,,CHOLINE-600 MG,,,,100.00,,,CAP,,,,Jul 17 2016 1,,,,,2.50,,,,,
18,,0007628004318,,,,1,,,SOLARAY,,,,,CHOLINE INOSITOL,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.50,,,,,
19,,0003398400850,,,,1,,,SOLGAR,,,,,CHOLINE/INOSITOL-500 MG/500 MG,,,,100.00,,,VCP,,,,Jul 31 2016 1,,,,,2.45,,,,,
20,,0007628004369,,,,1,,,SOLARAY,,,,,PABA-700 MG,,,,100.00,,,VCP,,,,Jul 17 2016 1,,,,,2.50,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0064667067047,,,,1,,,SPROUTS,,,,,BIOTIN 500 MCG,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,,,2.12,,,,,
2,,0064667067044,,,,1,,,SPROUTS,,,,,BIOTIN 5000 MCG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,1.79,,,,,
3,,0064667068206,,,,1,,,SPROUTS,,,,,BIOTIN 5000 MCG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,,,2.24,,,,,
4,,0064667068223,,,,1,,,SPROUTS,,,,,BIOTIN-10000 MCG,,,,60.00,,,VCP,,,,Jul 31 2016 1,,,,,1.80,,,,,
5,,0003398452387,,,,2,,,SOLGAR,,,,,BIOTIN 10000 MCG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,2.00,,,,,
6,,0004064700649,,,,1,,,NATURE'S LIFE,,,,,BIOTIN 2500 MCG,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,1.93,,,,,
7,,0007628043545,,,,1,,,SOLARAY,,,,,BIOTIN 5000MG TANGY FRUIT,,,,60.00,,,LZ,,,,Feb 21 2016 1,,,,,2.00,,,,,
8,,0004947903520,,,,1,,,FUTUREBIOTICS,,,,,BIOTIN-ORG-5000 MCG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,2.45,,,,,
9,,0064667062039,,,,1,,,SPROUTS,,,,,FOLIC ACID-LIQUID FOLATE,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,,,1.25,,,,,
10,,0064667067105,,,,1,,,SPROUTS,,,,,FOLIC ACID 800 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.80,,,,,
11,,0064667067106,,,,1,,,SPROUTS,,,,,FOLIC ACID 800 MCG,,,,250.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
12,,0006895801272,,,,1,,,NATURAL FACTORS,,,,,FOLIC ACID 400 MCG,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.22,,,,,
13,,0006895801270,,,,1,,,NATURAL FACTORS,,,,,FOLIC ACID 1 MG,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.22,,,,,
14,,0007628004352,,,,1,,,SOLARAY,,,,,FOLIC ACID-800 MCG,,,,100.00,,,VCP,,,,Feb 21 2016 1,,,,,2.00,,,,,
15,,0003367440451,,,,1,,,NATURE'S WAY,,,,,FOLIC ACID 800MCG,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.03,,,,,
16,,0007663590840,,,,1,,,SUPERIOR SOURCE,,,,,FOLIC ACID 1200 MCG EXTRAC STREN,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
17,,0007663590250,,,,1,,,SUPERIOR SOURCE,,,,,METHYL FOLATE 1000 MCG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
18,,0001579406312,,,,1,,,COUNTRY LIFE,,,,,FOLATE-ORG 400 MCG,,,,100.00,,,CHW,,,,Feb 21 2016 1,,,,,2.23,,,,,
19,,0001579406310,,,,1,,,COUNTRY LIFE,,,,,METHYLFOLATE-800 MCG,,,,60.00,,,CNT,,,,Jul 17 2016 1,,,,,1.79,,,,,
20,,0079001130006,,,,1,,,JARROW FORMULAS,,,,,METHYL FOLATE,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,1.86,,,,,
21,,0003398401945,,,,1,,,SOLGAR,,,,,FOLATE 800MCG (AS METAFOLIN),,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,2.02,,,,,
22,,0075395000262,,,,1,,,DOCTORS BEST,,,,,FULLY ACTIVE FOLATE W/ QUATREFOLIC,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,,,2.08,,,,,
23,,0006895801241,,,,1,,,NATURAL FACTORS,,,,,BIOCOENZYMATED METHYLFOLATE,,,,60.00,,,TAB,,,,,,,,,2.33,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,Width,,,
"-----------
Totals:",,,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 3.00"",   Product: 3' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0001579406503,,,,1,,,COUNTRY LIFE,,,,,BIOTIN 1000 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.75,,,,,
2,,0001579406505,,,,2,,,COUNTRY LIFE,,,,,BIOTIN 5 MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,1.75,,,,,
3,,0001579406506,,,,1,,,COUNTRY LIFE,,,,,BIOTIN 5 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,,,2.00,,,,,
4,,0001579406507,,,,2,,,COUNTRY LIFE,,,,,BIOTIN 10 MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,2.00,,,,,
5,,0001579406508,,,,2,,,COUNTRY LIFE,,,,,BIOTIN 10 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,,,2.44,,,,,
6,,0071036358410,,,,1,,,IRWIN NATURALS,,,,,BIOTIN-6000,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,,2.60,,,,,
7,,0074371500446,,,,1,,,BLUEBONNET,,,,,BIOTIN-1000 MCG,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,,,2.12,,,,,
8,,0060949281013,,,,1,,,MRM,,,,,BIOTIN 5 MG HIGH POTENCY,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,,2.00,,,,,
9,,0079001118005,,,,1,,,JARROW FORMULAS,,,,,BIOTIN,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,2.25,,,,,
10,,0004746907141,,,,2,,,NATROL,,,,,BIOTIN PLUS,,,,60.00,,,TAB,,,,Jul 17 2016 1,,,,,2.00,,,,,
11,,0004746905396,,,,2,,,NATROL,,,,,BIOTIN-10000 MCG-MAX STRGTH,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.94,,,,,
12,,0007663590090,,,,1,,,SUPERIOR SOURCE,,,,,BIOTIN 1000 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
13,,0007663590310,,,,1,,,SUPERIOR SOURCE,,,,,BIOTIN 5000 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
14,,0002124523425,,,,1,,,KAL,,,,,ULTRA BIOTIN 10000 MCG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.95,,,,,
15,,0004746906323,,,,2,,,NATROL,,,,,BIOTIN 5000 MCG FAST DISSOLVE,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
16,,0001618512960,,,,1,,,NEOCELL,,,,,BIOTIN BURSTS SOFT CHEWS-ACAI BERRY,,,,30.00,,,CHW,,,,Feb 21 2016 1,,,,,4.10,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 4.50"",   Depth: 1' 3.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0064667067011,,,,1,,,SPROUTS,,,,,B-12 500 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
2,,0064667067012,,,,1,,,SPROUTS,,,,,B-12 500 MCG,,,,250.00,,,TAB,,,,Feb 21 2016 1,,,,,2.10,,,,,
3,,0064667067009,,,,1,,,SPROUTS,,,,,B-12 1000 MCG PROLONGED RELEASE,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
4,,0064667067010,,,,2,,,SPROUTS,,,,,B-12 1000 MCG PROLONGED RELEASE,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,2.10,,,,,
5,,0064667069018,,,,1,,,SPROUTS,,,,,VITAMIN B 12 2500 MCG,,,,50.00,,,TAB,,,,Feb 21 2016 1,,,,,1.68,,,,,
6,,0064667069019,,,,1,,,SPROUTS,,,,,VITAMIN B 12 2500 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.68,,,,,
7,,0007628004345,,,,1,,,SOLARAY,,,,,VITAMIN B-12 1000MCG,,,,90.00,,,LZ,,,,Feb 21 2016 1,,,,,2.00,,,,,
8,,0007628004350,,,,1,,,SOLARAY,,,,,VITAMIN B-12 CHERRY LZNG 2000MCG,,,,90.00,,,LZ,,,,Feb 21 2016 1,,,,,2.00,,,,,
9,,0007628004351,,,,1,,,SOLARAY,,,,,VIAMIN B-12 5000MCG,,,,30.00,,,LZ,,,,Feb 21 2016 1,,,,,2.00,,,,,
10,,0001579406295,,,,1,,,COUNTRY LIFE,,,,,VITAMIN B-12 500 MCG SUBLINGUAL,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,,1.80,,,,,
11,,0001579406291,,,,1,,,COUNTRY LIFE,,,,,VITAMIN B-12 1000 MCG TIME RELEAS,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.80,,,,,
12,,0002107800418,,,,1,,,SOURCE NATURALS,,,,,B-12 SUBLUINGUAL 2000MCG 100,,,,100.00,,,CNT,,,,Feb 21 2016 1,,,,,1.85,,,,,
13,,0074371500436,,,,1,,,BLUEBONNET,,,,,CHEWABLE VITAMIN B-12 2000 MCG,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
14,,0074371500442,,,,1,,,BLUEBONNET,,,,,CHEWABLE VITAMIN B-12 5000 MCG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
15,,0074371500445,,,,1,,,BLUEBONNET,,,,,VITAMIN B-6  B-12 PLUS FOLIC ACID,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,2.45,,,,,
Positio,,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0004746906672,1,NATROL,VITAMIN B-12 5000MCG-STRAWBERRY,100.00,TAB,
17,0075395000328,1,DOCTORS BEST,QUICK MELT FULLY ACTIVE B12 1000 MCG,60.00,TAB,
18,0075395000286,1,DOCTORS BEST,BEST FULLY ACTIVE B12 1500 MCG,60.00,VCP,
19,0005149412001,1,MEGAFOOD,VEGAN B 12,30.00,TAB,
20,0005149410332,1,MEGAFOOD,METHYL B12,60.00,TAB,
21,0065801011379,2,GARDEN OF LIFE,VITAMIN CODE VITAMIN B12,30.00,CAP,
Totals:,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 4.50"",   Depth: 1' 3.00"",   Product: 3' 11.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0007663590131,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT B12 B6 FOLIC ACID,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
2,,0007663590690,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT B12 1000 MCG B6 FOLIC AC,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
3,,0007663592030,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT ADVANCED B12 2000 MCG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
4,,0007663590700,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT B12 1000 MCG B6 FOLIC AC,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
5,,0007663590760,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT B12 5000 MCG B6 FOLIC,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
6,,0007663590030,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT B12 1000 MCG,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
7,,0007663590670,,,,2,,,SUPERIOR SOURCE,,,,,NO SHOT B12 METHYLCOBALAMIN 1000,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
8,,0007663590750,,,,1,,,SUPERIOR SOURCE,,,,,NO SHOT METHYLCOBALAMIN B12 5000MCG,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
9,,0007663590080,,,,1,,,SUPERIOR SOURCE,,,,,CHILDRENS B COMPLEX WITH VITAMIN C,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,1.60,,,,,
10,,0060949281006,,,,2,,,MRM,,,,,VITAMIN B-12 METHYLCOBALAMIN 2000 MC,,,,60.00,,,LZ,,,,Feb 21 2016 1,,,,,1.82,,,,,
11,,0001579406300,,,,1,,,COUNTRY LIFE,,,,,METHYL-B12-1000 MCG,,,,60.00,,,LZ,,,,Jul 17 2016 1,,,,,1.79,,,,,
12,,0001579401646,,,,1,,,COUNTRY LIFE,,,,,METHYL B12,,,,50.00,,,TAB,,,,Feb 21 2016 1,,,,,1.80,,,,,
13,,0001579406304,,,,1,,,COUNTRY LIFE,,,,,METHYL-B12-5000 MCG,,,,60.00,,,CAP,,,,Jul 17 2016 1,,,,,1.79,,,,,
14,,0079001118001,,,,2,,,JARROW FORMULAS,,,,,METHYLCOBALAMIN B-12,,,,100.00,,,LZ,,,,Feb 21 2016 1,,,,,1.90,,,,,
15,,0079001118016,,,,1,,,JARROW FORMULAS,,,,,METHYL B-12 2500 MCG,,,,100.00,,,LZ,,,,Feb 21 2016 1,,,,,1.90,,,,,
16,,0079001118004,,,,2,,,JARROW FORMULAS,,,,,METHYLCOBALAMIN 5000 MCG,,,,60.00,,,LZ,,,,Feb 21 2016 1,,,,,1.90,,,,,
17,,0079001118018,,,,1,,,JARROW FORMULAS,,,,,METHYL-B-12 & METHYL FOLATE,,,,100.00,,,LZ,,,,Jul 31 2016 1,,,,,1.90,,,,,
18,,0064667068197,,,,2,,,SPROUTS,,,,,METHYL B-12 1000 MCG LOZENGE BERRY,,,,100.00,,,LZ,,,,Feb 21 2016 1,,,,,1.75,,,,,
19,,0073373900466,,,,1,,,NOW,,,,,B-12 1000 MCG,,,,100.00,,,LZ,,,,Feb 21 2016 1,,,,,1.82,,,,,
20,,0006895801242,,,,1,,,NATURAL FACTORS,,,,,B 12 SUBLINGUAL,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,1.94,,,,,
21,,0006895801243,,,,1,,,NATURAL FACTORS,,,,,B12 METHYLCOBALAMIN,,,,180.00,,,TAB,,,,Feb 21 2016 1,,,,,2.25,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.80""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0005149410347,,,,,,1,,,MEGAFOOD,,,B-12 ENERGY-CRANBERRY,,,,90.00,,,,CNT,,,,,,,,3.03,,,,,,
2,0005149410346,,,,,,1,,,MEGAFOOD,,,B-12 ENERGY-GINGER,,,,90.00,,,,CNT,,,,,,,,3.03,,,,,,
3,0005149410334,,,,,,1,,,MEGAFOOD,,,ADULT B-CENTERED,,,,60.00,,,,TAB,,,,,,,,2.15,,,,,,
Positio,,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0005149410168,,,,1,,,MEGAFOOD,,,,,BALANCED B COMPLEX-DAILY FOODS,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,,2.44,,,,,
5,,0005149410166,,,,1,,,MEGAFOOD,,,,,BALANCED B COMPLEX-DAILY FOODS,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.56,,,,,
6,,0005149410275,,,,1,,,MEGAFOOD,,,,,KIDS B COMPLEX,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,,,2.13,,,,,
7,,0002188810031,,,,2,,,RAINBOW LIGHT,,,,,COMPLETE B COMPLEX,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,,2.00,,,,,
