,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,First,,,,,Product,,,,
Positio,,UPC,,,,,Facings,,,Brand,,,,,Long Description,,,,,,Size,,,UOM,,,,Date,,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 6.00"",   Product: 3' 11.87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895801756,,,,1,,,,NATURAL FACTORS,,,,GASTRO ASSIST,,,,,,,60.00,,,VCP,,,,,,,2.40,,,,,,,
2,0079001101034,,,,1,,,,JARROW FORMULAS,,,,D LIMONENE,,,,,,,120.00,,,SG,,,,,,,2.25,,,,,,,
3,0079001123007,,,,1,,,,JARROW FORMULAS,,,,MASTIC GUM 500 MG,,,,,,,60.00,,,CAP,,,,,,,2.00,,,,,,,
4,0064667016431,,,,2,,,,SPROUTS,,,,PEPPERMINT SPIRITS-ALCOHOL FREE,,,,,,,1.00,,,FOZ,,,,,,,1.30,,,,,,,
5,0076394808466,,,,1,,,,ENZYMATIC THERAPY,,,,PEPPERMINT PLUS,,,,,,,60.00,,,SG,,,,,,,1.85,,,,,,,
6,0003367414537,,,,2,,,,NATURE'S WAY,,,,PEPOGEST,,,,,,,60.00,,,SG,,,,,,,2.00,,,,,,,
7,0007628004818,,,,2,,,,SOLARAY,,,,PANCREATIN-1300 MG,,,,,,,90.00,,,CAP,,,,,,,2.00,,,,,,,
8,0006895804508,,,,1,,,,NATURAL FACTORS,,,,DGL LICORICE ROOT EXTRACT,,,,,,,90.00,,,TAB,,,,,,,2.75,,,,,,,
9,0006895804507,,,,1,,,,NATURAL FACTORS,,,,DGL LICORICE ROOT EXTRACT,,,,,,,180.00,,,TAB,,,,,,,3.15,,,,,,,
10,0006895804509,,,,1,,,,NATURAL FACTORS,,,,DGL  CHOCOLATE COCONUT,,,,,,,90.00,,,TAB,,,,,,,3.15,,,,,,,
11,0076394809101,,,,1,,,,ENZYMATIC THERAPY,,,,DGL-ULTRA-CHOCOLATE,,,,,,,90.00,,,CHW,,,,,,,2.45,,,,,,,
12,0076394809139,,,,1,,,,ENZYMATIC THERAPY,,,,DGL-ULTRA-FRUCTOSE FREE-CHOCOLATE,,,,,,,90.00,,,TAB,,,,,,,2.40,,,,,,,
13,0076394809021,,,,1,,,,ENZYMATIC THERAPY,,,,DGL-FRUCTOSE FREE,,,,,,,100.00,,,TAB,,,,,,,2.45,,,,,,,
14,0076394809001,,,,1,,,,ENZYMATIC THERAPY,,,,DGL,,,,,,,100.00,,,TAB,,,,,,,2.60,,,,,,,
15,0081398601001,,,,2,,,,PHION BALANCE,,,,DIAGNOSTIC PH TEST STRIPS,,,,,,,90.00,,,CNT,,,,,,,1.95,,,,,,,
16,0081005300619,,,,2,,,,ALKALIFE,,,,PH BOOSTER DROPS,,,,,,,1.25,,,OZ,,,,,,,2.15,,,,,,,
17,0004786800682,,,,1,,,,NATURAL BALANCE,,,,ALKAMAX ALKALINE BOOSTER - LIQUID,,,,,,,1.00,,,FOZ,,,,,,,1.40,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.82""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667062152,,,,,2,,,SPROUTS,,,,,BITTERS ELIXIR-CITRUS,,,,,,1.00,,,FOZ,,,,,,,,,1.29,,,,,
2,0064667062151,,,,,2,,,SPROUTS,,,,,BITTERS ELIXIR-MINT,,,,,,1.00,,,FOZ,,,,,,,,,1.29,,,,,
3,0064667063122,,,,,2,,,SPROUTS,,,,,GINGER,,,,,,1.00,,,FOZ,,,,,,,,,1.35,,,,,
4,0064667015490,,,,,1,,,SPROUTS,,,,,GINGER POWDER CAP,,,,,,90.00,,,VCP,,,,,,,,,2.25,,,,,
5,0064667062146,,,,,1,,,SPROUTS,,,,,GINGER,,,,,,180.00,,,VCP,,,,Jun  5 2016 1,,,,,2.70,,,,,
6,0003367413100,,,,,1,,,NATURE'S WAY,,,,,GINGER ROOT,,,,,,100.00,,,VCP,,,,,,,,,2.45,,,,,
7,0003367413108,,,,,1,,,NATURE'S WAY,,,,,GINGER ROOT,,,,,,180.00,,,VCP,,,,,,,,,2.90,,,,,
8,0007628001300,,,,,2,,,SOLARAY,,,,,GINGER ROOT-550 MG,,,,,,100.00,,,CAP,,,,Jun  5 2016 1,,,,,2.00,,,,,
9,0007628038687,,,,,2,,,SOLARAY,,,,,ORGANICALLY GROWN FERMENTED GINGER,,,,,,100.00,,,VCP,,,,,,,,,2.00,,,,,
10,0070619500052,,,,,1,,,OREGON'S WILD HARVEST,,,,,GINGER-ORGANIC,,,,,,90.00,,,CAP,,,,,,,,,2.23,,,,,
11,0072778390043,,,,,1,,,NEW CHAPTER,,,,,GINGER FORCE,,,,,,60.00,,,VCP,,,,,,,,,2.30,,,,,
12,0060506942301,,,,,1,,,HIMALAYA,,,,,GINGER DIGESTIVE COMFORT,,,,,,60.00,,,CAP,,,,,,,,,2.25,,,,,
13,0007628008207,,,,,1,,,SOLARAY,,,,,GINGER TRIPS-67 MG,,,,,,60.00,,,CHW,,,,,,,,,2.00,,,,,
14,0006895804506,,,,,1,,,NATURAL FACTORS,,,,,CHEWABLE GINGER 500 MG,,,,,,90.00,,,TAB,,,,,,,,,2.40,,,,,
Positio,,,,UPC,,,Facings,,,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

15,0073402790901,1,THE GINGER PEOPLE,GINGER RESCUE-STRONG,24.00,TAB
16,0003927804010,2,PRINCE OF PEACE,GINGER HONEY CRYSTALS 10PK,6.30,OZ
Totals:,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079001123005,1,JARROW FORMULAS,BROMELAIN 1000,30.00,TAB
2,0079001123006,1,JARROW FORMULAS,BROMELAIN 1000,60.00,TAB
3,0006895801735,2,NATURAL FACTORS,BROMELAIN EXTRA 500 MG,90.00,CAP
4,0002107800906,2,SOURCE NATURALS,BROMELAIN 500 MG,60.00,TAB
5,0001579403491,2,COUNTRY LIFE,CHARCOAL 260 MG,40.00,CAP
6,0003367402070,2,NATURE'S WAY,ACTIVATED CHARCOAL,100.00,CAP
7,0003367445171,2,NATURE'S WAY,ACTIVATED CHARCOAL HIGH ABSO,100.00,CAP
8,0007628025395,1,VEGLIFE,VEGAN CHARCOAL 250 MG,60.00,VCP
9,0007628000860,2,SOLARAY,ACTIVATED CHARCOAL 280MG,90.00,CAP
10,0007628042608,2,SOLARAY,ACTIVATED CHARCOAL POWDER,2.65,OZ
11,0003367412113,1,NATURE'S WAY,COCONUT CHARCOAL ACTIVATED-POWDER,2.00,OZ
12,0005323248450,2,LIFETIME,ACTIVATED COCONUT CHARCOAL-LIQUID,8.00,FOZ
Totals:,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0075592901211,,,,2,,,,MICHAELS NATRO PRG,,,,ANTISID 24 TRAVELERS,,,,,,,15.00,,,TAB,,,,,,,1.20,,,,,,,
2,0001579405391,,,,1,,,,COUNTRY LIFE,,,,ACID RESCUE-MINT-CHEW TAB,,,,,,,60.00,,,CHW,,,,,,,2.30,,,,,,,
3,0001579405392,,,,1,,,,COUNTRY LIFE,,,,ACID RESCUE-BERRY-CHEW TAB,,,,,,,60.00,,,CHW,,,,,,,2.30,,,,,,,
4,0085526100140,,,,1,,,,NATRICA,,,,AXIA 3 PRODIGESTIVE HEARTBURN RLF,,,,,,,90.00,,,TAB,,,,,,,2.50,,,,,,,
5,0067048027012,,,,1,,,,ENZYMEDICA,,,,ACID SOOTHE BERRY BURST,,,,,,,30.00,,,TAB,,,,,,,2.10,,,,,,,
6,0067048098121,,,,1,,,,ENZYMEDICA,,,,ACID SOOTHE,,,,,,,30.00,,,CAP,,,,,,,2.00,,,,,,,
7,0075106399617,,,,1,,,,GAIA HERBS,,,,REFLUX RELIEF,,,,,,,15.00,,,TAB,,,,,,,1.85,,,,,,,
8,0063125753494,,,,1,,,,RENEW LIFE,,,,HEARTBURN STOP,,,,,,,30.00,,,TAB,,,,,,,2.20,,,,,,,
9,0075395000163,,,,1,,,,DOCTORS BEST,,,,BETAINE HCI PEPSIN & GENTIAN BITTERS,,,,,,,120.00,,,CAP,,,,,,,2.40,,,,,,,
10,0007628004814,,,,2,,,,SOLARAY,,,,HCL WITH PEPSIN,,,,,,,100.00,,,CAP,,,,,,,2.55,,,,,,,
11,0001579405101,,,,1,,,,COUNTRY LIFE,,,,BETAINE HYDROCHLORIDE WITH 600 MG PE,,,,,,,100.00,,,TAB,,,,,,,2.45,,,,,,,
12,0067048010081,,,,1,,,,ENZYMEDICA,,,,BETAINE HCI,,,,,,,120.00,,,CAP,,,,,,,2.60,,,,,,,
13,0075106399619,,,,1,,,,GAIA HERBS,,,,GAS & BLOATING,,,,,,,50.00,,,CAP,,,,,,,2.05,,,,,,,
14,0063125753489,,,,1,,,,RENEW LIFE,,,,GAS STOP,,,,,,,60.00,,,CAP,,,,,,,2.20,,,,,,,
15,0004786879335,,,,1,,,,NATURAL BALANCE,,,,BLOAT X,,,,,,,60.00,,,VCP,,,,,,,2.55,,,,,,,
16,0067048013030,,,,1,,,,ENZYMEDICA,,,,BEAN ASSIST,,,,,,,30.00,,,CAP,,,,,,,3.00,,,,,,,
Positio,,,,UPC,,,Facings,,,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0067048014050,1,ENZYMEDICA,DAIRY ASSIST,30.00,CAP
18,0006895801740,1,NATURAL FACTORS,LACTASE ENZYMES,60.00,CAP
19,0001579405420,1,COUNTRY LIFE,POWER DAIRY ZYME,50.00,CAP
Totals:,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007663050150,1,AMERICAN HEALTH,ORIGINAL PAPAYA ENZYME ROLL PACK,12.00,TAB
2,0007663050104,2,AMERICAN HEALTH,PAPAYA ENZYME-CHEWABLE,250.00,TAB
3,0007663050105,1,AMERICAN HEALTH,PAPAYA ENZYME,600.00,TAB
4,0007663050250,1,AMERICAN HEALTH,SUPER PAPAYA ENZYME ROLL PACK,12.00,TAB
5,0007663050204,2,AMERICAN HEALTH,SUPER PAPAYA ENZYME PLUS,180.00,TAB
6,0007663050205,2,AMERICAN HEALTH,SUPER PAPAYA ENZYME-SGF,360.00,TAB
7,0007663050303,2,AMERICAN HEALTH,PAPAYA ENZYME W CHLOROPHYLL,100.00,TAB
8,0007663050304,1,AMERICAN HEALTH,PAPAYA ENZYME-WITH CHLOROPHYL,250.00,TAB
9,0073373902970,1,NOW,PAPAYA ENZYME CHEWABLE,180.00,TAB
10,0001579405384,1,COUNTRY LIFE,CHEWABLE PAPAYA 25 MG,500.00,WAF
11,0063125715976,1,RENEW LIFE,DIGEST SMART CHEWABLE MIXED BERRY,90.00,TAB
12,0063125715720,1,RENEW LIFE,DIGEST SMART KIDS ENZYME-BERRY BLAST,60.00,TAB
13,0063125715721,1,RENEW LIFE,GENTLE MOVE-KIDS COLON- BERRY BLAST,60.00,TAB
14,0009746729947,1,NATURE'S PLUS,ANIMAL PARADE TUMMY ZYME CHEWABLES,90.00,CNT
Totals:,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.95""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667067100,,,,1,,,,SPROUTS,,,,ENZYME COMPLEX,,,,,,,90.00,,,VCP,,,,,,,2.10,,,,,,,
2,0002188835101,,,,1,,,,RAINBOW LIGHT,,,,ADVANCED ENZYME SYSTEM,,,,,,,90.00,,,VCP,,,,,,,2.05,,,,,,,
3,0002188835102,,,,2,,,,RAINBOW LIGHT,,,,ADVANCED ENZYME SYSTEM,,,,,,,180.00,,,CAP,,,,,,,2.35,,,,,,,
4,0007628004801,,,,1,,,,SOLARAY,,,,SUPER DIGESTAWAY,,,,,,,90.00,,,CAP,,,,,,,2.00,,,,,,,
5,0007628004802,,,,1,,,,SOLARAY,,,,SUPER DIGESTAWAY,,,,,,,180.00,,,CAP,,,,,,,2.55,,,,,,,
6,0073373902966,,,,1,,,,NOW,,,,PLANT ENZYMES,,,,,,,120.00,,,VCP,,,,,,,2.50,,,,,,,
7,0073373902963,,,,2,,,,NOW,,,,SUPER ENZYMES CAPS,,,,,,,90.00,,,CAP,,,,,,,2.50,,,,,,,
8,0007663029607,,,,1,,,,AMERICAN HEALTH,,,,PROBIOTIC CD,,,,,,,60.00,,,VTB,,,,,,,2.45,,,,,,,
9,0007663029587,,,,2,,,,AMERICAN HEALTH,,,,ENZYME PROBIOTIC COMPLEX,,,,,,,90.00,,,VCP,,,,,,,2.45,,,,,,,
10,0063125715618,,,,1,,,,RENEW LIFE,,,,DIGEST SMART ADULT 50+ CARE,,,,,,,45.00,,,CAP,,,,,,,2.40,,,,,,,
11,0063125715613,,,,1,,,,RENEW LIFE,,,,DIGEST SMART EXTRA CARE,,,,,,,45.00,,,CAP,,,,,,,2.40,,,,,,,
12,0065078600001,,,,1,,,,HEALTH FORCE,,,,DIGESTION ENHANCEMNT ENZYMES,,,,,,,120.00,,,VCP,,,,,,,2.25,,,,,,,
13,0079001123012,,,,1,,,,JARROW FORMULAS,,,,VEGETARIAN JARRO-ZYMES PLUS,,,,,,,60.00,,,CAP,,,,,,,2.25,,,,,,,
Positio,,,,UPC,,,Facings,,,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0006895801745,,,,1,,,,NATURAL FACTORS,,,,MULTI ENZYME VEGETARIAN,,,,,,,60.00,,,CAP,,,,,,,2.20,,,,,,,
15,0085575700345,,,,1,,,,PROBULIN,,,,DIGESTIVE ENZYMES-DAILY,,,,,,,60.00,,,CAP,,,,,,,1.90,,,,,,,
16,0075395000047,,,,2,,,,DOCTORS BEST,,,,BEST DIGESTIVE ENZYMES,,,,,,,90.00,,,VCP,,,,,,,2.10,,,,,,,
17,0075395000149,,,,1,,,,DOCTORS BEST,,,,SERRAPEPTASE,,,,,,,90.00,,,CAP,,,,,,,2.10,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.81""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0067048029050,,,,1,,,,ENZYMEDICA,,,,DIGEST BASIC,,,,,,,30.00,,,CAP,,,,,,,2.00,,,,,,,
2,0067048098113,,,,1,,,,ENZYMEDICA,,,,DIGEST,,,,,,,30.00,,,CAP,,,,,,,3.00,,,,,,,
3,0067048098110,,,,1,,,,ENZYMEDICA,,,,DIGEST,,,,,,,180.00,,,CAP,,,,,,,2.60,,,,,,,
4,0067048013042,,,,1,,,,ENZYMEDICA,,,,CHEWABLE DIGEST,,,,,,,30.00,,,TAB,,,,,,,2.10,,,,,,,
5,0067048029170,,,,1,,,,ENZYMEDICA,,,,DIGEST SPECTRUM,,,,,,,30.00,,,CAP,,,,,,,2.00,,,,,,,
6,0067048029171,,,,1,,,,ENZYMEDICA,,,,DIGEST SPECTRUM,,,,,,,90.00,,,CAP,,,,,,,2.10,,,,,,,
7,0067048020211,,,,1,,,,ENZYMEDICA,,,,DIGEST GOLD,,,,,,,45.00,,,CAP,,,,,,,2.00,,,,,,,
8,0067048020210,,,,2,,,,ENZYMEDICA,,,,DIGEST GOLD,,,,,,,90.00,,,CAP,,,,,,,2.10,,,,,,,
9,0067048029110,,,,1,,,,ENZYMEDICA,,,,DIGEST GOLD + PROBIOTICS,,,,,,,45.00,,,CAP,,,,,,,2.00,,,,,,,
10,0067048029090,,,,2,,,,ENZYMEDICA,,,,DIGEST GOLD + PROBIOTICS,,,,,,,90.00,,,CAP,,,,,,,2.25,,,,,,,
11,0067048026200,,,,1,,,,ENZYMEDICA,,,,GLUTENEASE,,,,,,,60.00,,,CAP,,,,,,,2.00,,,,,,,
12,0067048012010,,,,1,,,,ENZYMEDICA,,,,GLUTEN EASE 2X,,,,,,,30.00,,,CAP,,,,,,,2.00,,,,,,,
13,0067048098130,,,,1,,,,ENZYMEDICA,,,,LYPO GOLD,,,,,,,60.00,,,CAP,,,,,,,2.15,,,,,,,
14,0002107801301,,,,2,,,,SOURCE NATURALS,,,,ESSENTIAL ENZYME 500 MG,,,,,,,60.00,,,VCP,,,,,,,1.80,,,,,,,
15,0002107801302,,,,2,,,,SOURCE NATURALS,,,,ESSENTIAL ENZYME 500 MG,,,,,,,120.00,,,VCP,,,,,,,2.25,,,,,,,
16,0002107801303,,,,2,,,,SOURCE NATURALS,,,,ESSENTIAL ENZYME 500 MG VEG CAP,,,,,,,240.00,,,CAP,,,,,,,2.90,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 4' 0.00"",    Height: 0' 10.00"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0060949231004,,,,2,,,,MRM,,,,DIGEST-ALL,,,,,,,30.00,,,VCP,,,,,,,1.80,,,,,,,
2,0060949231013,,,,2,,,,MRM,,,,DIGEST ALL,,,,,,,100.00,,,VCP,,,,,,,2.50,,,,,,,
3,0060949231016,,,,2,,,,MRM,,,,DIGEST-ALL IC,,,,,,,60.00,,,TAB,,,,,,,2.30,,,,,,,
4,0065801011111,,,,2,,,,GARDEN OF LIFE,,,,PRIMAL DEFENSE,,,,,,,90.00,,,CAP,,,,,,,2.40,,,,,,,
5,0065801011235,,,,2,,,,GARDEN OF LIFE,,,,PRIMAL DEFENSE ULTRA,,,,,,,90.00,,,CAP,,,,,,,2.50,,,,,,,
6,0065801011236,,,,2,,,,GARDEN OF LIFE,,,,OMEGA ZYME ULTRA,,,,,,,90.00,,,CAP,,,,,,,2.50,,,,,,,
7,0065801011563,,,,2,,,,GARDEN OF LIFE,,,,RAW ENZYMES-WOMEN,,,,,,,90.00,,,VCP,,,,,,,2.50,,,,,,,
8,0065801011564,,,,2,,,,GARDEN OF LIFE,,,,RAW ENZYMES-50 & WISER WOMEN,,,,,,,90.00,,,CAP,,,,,,,2.50,,,,,,,
9,0065801011843,,,,2,,,,GARDEN OF LIFE,,,,ENZYMES-CHEWABLE-TROP FRUIT-ORG,,,,,,,90.00,,,CHW,,,,,,,2.80,,,,,,,
10,0081944401441,,,,1,,,,ONNIT,,,,TOTAL GUT HEALTH-15 CNT,,,,,,,15.00,,,CNT,,,,,,,4.00,,,,,,,
Positio,,,,UPC,,,Facings,,,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,Date,,,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
---------------
19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
