14,0071036326242,,,,2,,IRWIN NATURALS,,,,,3 IN 1 JOINT FORMULA,,,,90.00,,,SG,,,,Feb 21 2016 1,,,2.50,,,,
15,0003367411725,,,,1,,NATURE'S WAY,,,,,TURMERICH JOINT,,,,60.00,,,VCP,,,,,,,2.42,,,,
16,0076899001875,,,,1,,NORDIC NATURALS,,,,,OMEGA CURCUMIN,,,,60.00,,,SG,,,,Jul 17 2016 1,,,2.55,,,,
17,0076899001881,,,,1,,NORDIC NATURALS,,,,,OMEGA JOINT XTRA,,,,90.00,,,SG,,,,,,,2.38,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
---------------
19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.83""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0060949221006,,,,1,,MRM,,,,,GLUCOSAMINE CHONDROTIIN,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.25,,,,
2,0060949221103,,,,1,,MRM,,,,,GLUCOSAMINE CHONDROITIN-1500/1200 MG,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.80,,,,
3,0060949222005,,,,1,,MRM,,,,,MSM 1000 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.65,,,,
4,0060949222002,,,,1,,MRM,,,,,MSM CRYSTALS,,,,200.00,,,GM,,,,Feb 21 2016 1,,,3.67,,,,
5,0073373903110,,,,1,,NOW,,,,,TURMERIC & BROMELAIN,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,1.98,,,,
6,0073373903172,,,,1,,NOW,,,,,GLUC 500/400 / MSM,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.80,,,,
7,0073373903130,,,,1,,NOW,,,,,VEG GLUC MSM 500 / 500,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.70,,,,
8,0073373902120,,,,1,,NOW,,,,,MSM 1000 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.50,,,,
9,0060506902007,,,,1,,HIMALAYA,,,,,CURCUMIN COMPLETE-THE JOINT SOLUTION,,,,1.00,,,KIT,,,,Jul 24 2016 1,,,4.70,,,,
10,0060506942501,,,,1,,HIMALAYA,,,,,TURMERIC,,,,60.00,,,CAP,,,,Jun  5 2016 1,,,2.25,,,,
11,0060506941601,,,,1,,HIMALAYA,,,,,BOSWELLIA,,,,60.00,,,CNT,,,,Feb 21 2016 1,,,2.25,,,,
12,0007628039905,,,,1,,SOLARAY,,,,,BOSWELLIA RESIN EXTRACT,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.00,,,,
13,0085376000236,,,,1,,LIFESEASONS,,,,,PAIN BLOC-R,,,,45.00,,,VCP,,,,Jul 24 2016 1,,,2.25,,,,
14,0085376000201,,,,1,,LIFESEASONS,,,,,MOBILI T-HEALTHY JOINTS,,,,100.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
15,0085376000262,,,,1,,LIFESEASONS,,,,,INFLAMMA-X,,,,60.00,,,VCP,,,,,,,2.25,,,,
16,0065801012193,,,,1,,GARDEN OF LIFE,,,,,TURMERIC-ORG-PAIN RELIEF,,,,30.00,,,TAB,,,,,,,2.19,,,,
17,0065801012191,,,,1,,GARDEN OF LIFE,,,,,TURMERIC-ORG-JOINTS & MOBLTY-MY KIND,,,,30.00,,,TAB,,,,,,,2.19,,,,
18,0065801012190,,,,1,,GARDEN OF LIFE,,,,,TURMERIC-ORG-EXTRA STRENGTH-MY KIND,,,,60.00,,,TAB,,,,,,,2.53,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.81""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007628013747,,,,1,,SOLARAY,,,,,TURMERIC ONE DAILY,,,,30.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
2,0007628071705,,,,1,,SOLARAY,,,,,FERMENTED TURMERIC-100 COUNT,,,,100.00,,,VCP,,,,,,,2.00,,,,
3,0070619500410,,,,1,,OREGON'S WILD HARVEST,,,,,TURMERIC,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.23,,,,
4,0070619500469,,,,1,,OREGON'S WILD HARVEST,,,,,TURMERIPRO,,,,60.00,,,VCP,,,,,,,2.23,,,,
5,0085146900011,,,,1,,ORGANIC INDIA,,,,,TURMERIC FORM,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.20,,,,
6,0080154151266,,,,1,,ORGANIC INDIA,,,,,TUMERIC LIFT PKT,,,,0.18,,,OZ,,,,,,,3.55,,,,
7,0080154151267,,,,1,,ORGANIC INDIA,,,,,TUMERIC LIFT BOX,,,,2.70,,,PK,,,,,,,3.70,,,,
8,0005149410310,,,,1,,MEGAFOOD,,,,,TURMERIC STRENGTH FOR JOINT,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,2.44,,,,
9,0005149410006,,,,1,,MEGAFOOD,,,,,TURMERIC STRENGTH,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,2.44,,,,
10,0005149460138,,,,1,,MEGAFOOD,,,,,POWDER-DAILY TURMERIC-NUTRNT BST-JAR,,,,2.08,,,OZ,,,,Feb 21 2016 1,,,2.85,,,,
11,0005149490003,,,,1,,MEGAFOOD,,,,,POWDER-DAILY TURMERIC-NUTRNT BST-PKT,,,,1.97,,,GM,,,,Mar 13 2016 1,,,2.00,,,,
12,0005149460002,,,,1,,MEGAFOOD,,,,,POWDER-DAILY TURMERIC-BOX,,,,59.10,,,GM,,,,,,,4.25,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0085898200414,,,,1,,GOOD DAY CHOCOLATE,,,,,CHOCOLATE-TURMERIC,,,,0.99,,,OZ,,,,,,,1.30,,,,
14,0075395000225,,,,1,,DOCTORS BEST,,,,,CURCUMIN PHYTOSOME WITH MERIVA,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.05,,,,
15,0075395000107,,,,1,,DOCTORS BEST,,,,,BEST CURCUMIN C3 COMPLEX-500 MG,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.35,,,,
16,0075395000086,,,,1,,DOCTORS BEST,,,,,GLUCOSAMINE SULFATE,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.85,,,,
17,0075395000080,,,,1,,DOCTORS BEST,,,,,GLUCOSAMINE CHONDROITIN MSM,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.35,,,,
18,0075395000081,,,,1,,DOCTORS BEST,,,,,GLUCOSAMINE CHONDROITIN MSM,,,,240.00,,,CAP,,,,Feb 21 2016 1,,,3.10,,,,
19,0075395000070,,,,1,,DOCTORS BEST,,,,,SYNERGISTIC GLUCOSAMINE MSM FORMULA,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,3.10,,,,
20,0075395000064,,,,1,,DOCTORS BEST,,,,,BEST MSM-1000 MG,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,3.10,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895804542,,,,1,,NATURAL FACTORS,,,,,CURCUMIN THERACURMIN 300 MG,,,,30.00,,,VCP,,,,Feb 21 2016 1,,,2.31,,,,
2,0006895804538,,,,1,,NATURAL FACTORS,,,,,CURCUMIN THERACURMIN 300MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.31,,,,
3,0006895804544,,,,1,,NATURAL FACTORS,,,,,CURCUMIN RICH DOUBLE STRENGTH,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.31,,,,
4,0006895804555,,,,1,,NATURAL FACTORS,,,,,CURCUMIN RICH WHOLE BODY OPTIMIZER,,,,60.00,,,SG,,,,,,,2.45,,,,
5,0006895804554,,,,1,,NATURAL FACTORS,,,,,CURCUMIN RICH JOINT OPTIMIZER,,,,60.00,,,VCP,,,,,,,2.45,,,,
6,0006895802684,,,,1,,NATURAL FACTORS,,,,,OSTEO MOVE JOINT CARE,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,3.12,,,,
7,0006895802656,,,,1,,NATURAL FACTORS,,,,,GLUCOSAMINE SULFATE 500 MG,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.70,,,,
8,0006895802687,,,,1,,NATURAL FACTORS,,,,,GLUCOSAMINE & CHONDROITIN SULFATES,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.70,,,,
9,0006895802699,,,,1,,NATURAL FACTORS,,,,,MSM & GLUCOSAMINE SULFATE,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,3.10,,,,
10,0006895802695,,,,1,,NATURAL FACTORS,,,,,MSM JOINT FORMULA,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.35,,,,
11,0006895802696,,,,1,,NATURAL FACTORS,,,,,MSM JOINT FORMULA,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,3.10,,,,
12,0006895802690,,,,1,,NATURAL FACTORS,,,,,MSM 1000 MG,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,2.40,,,,
13,0006895801738,,,,1,,NATURAL FACTORS,,,,,TURMERIC AND BROMELAIN 450 MG,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.22,,,,
14,0006895801739,,,,1,,NATURAL FACTORS,,,,,TURMERIC & BROMELAIN 450MG,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.72,,,,
15,0008300026594,,,,1,,NATURE'S ANSWER,,,,,TURMERIC & GINGER,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.46,,,,
16,0079001114004,,,,1,,JARROW FORMULAS,,,,,CURCUMIN 95 500 MG,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.22,,,,
17,0079001114076,,,,1,,JARROW FORMULAS,,,,,CURCUMIN,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.50,,,,
18,0079001119023,,,,1,,JARROW FORMULAS,,,,,GLUCOSAMINE + CHONDROITIN + MSM,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.50,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0036770310260,,,,1,,TERRY NATURALLY,,,,,CURAMIN,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.55,,,,
2,0036770310220,,,,1,,TERRY NATURALLY,,,,,CURAMIN,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.80,,,,
3,0036770311206,,,,1,,TERRY NATURALLY,,,,,CURAMIN-EXTRA STENGTH,,,,60.00,,,TAB,,,,Jul 24 2016 1,,,2.55,,,,
4,0036770311203,,,,1,,TERRY NATURALLY,,,,,CURAMIN EXTRA STRENGTH,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,3.35,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0036770340206,,,,1,,TERRY NATURALLY,,,,,CURCUMIN-SUPERIOR ABSORBTION,,,,60.00,,,SG,,,,Jun 19 2016 1,,,2.60,,,,
6,0036770320293,,,,1,,TERRY NATURALLY,,,,,CURAMED 750 MG,,,,30.00,,,SG,,,,Feb 21 2016 1,,,2.20,,,,
7,0036770327216,,,,1,,TERRY NATURALLY,,,,,CURAMED + TURMERONES,,,,60.00,,,VCP,,,,,,,2.50,,,,
8,0036770335886,,,,1,,TERRY NATURALLY,,,,,GINGERMED + TURMERONES,,,,60.00,,,SG,,,,,,,2.50,,,,
9,0072778390046,,,,2,,NEW CHAPTER,,,,,TURMERIC FORCE,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,2.35,,,,
10,0072778390045,,,,1,,NEW CHAPTER,,,,,TURMERIC FORCE,,,,120.00,,,CAP,,,,,,,2.70,,,,
11,0072778390074,,,,1,,NEW CHAPTER,,,,,ZYFLAMEND WHOLE BODY,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.30,,,,
12,0072778390075,,,,1,,NEW CHAPTER,,,,,ZYFLAMEND WHOLE BODY,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.75,,,,
13,0003398459597,,,,2,,SOLGAR,,,,,CURCUMIN-FULL SPECTRUM,,,,30.00,,,SG,,,,Feb 21 2016 1,,,2.05,,,,
14,0003398454707,,,,1,,SOLGAR,,,,,CURCUMIN,,,,60.00,,,SG,,,,Jul 17 2016 1,,,2.60,,,,
15,0003398450497,,,,1,,SOLGAR,,,,,NO. 7,,,,30.00,,,VCP,,,,Feb 21 2016 1,,,1.90,,,,
16,0003398450498,,,,1,,SOLGAR,,,,,NO. 7,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.35,,,,
17,0003398401272,,,,1,,SOLGAR,,,,,EXTRA STRENGTH GLUCOSAMINE MSM +70 B,,,,180.00,,,TAB,,,,Feb 21 2016 1,,,3.15,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0075106340310,,,,2,,GAIA HERBS,,,,,TURMERIC SUPREME LIQUID PHYTO CAPS,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
2,0075106314596,,,,1,,GAIA HERBS,,,,,TURMERIC SUPREME,,,,120.00,,,VCP,,,,Jun  5 2016 1,,,2.35,,,,
3,0075106314645,,,,1,,GAIA HERBS,,,,,TURMERIC SUPREME-JOINT,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
4,0075106314637,,,,1,,GAIA HERBS,,,,,TURMERIC SUPREME PAIN,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
5,0075106314644,,,,1,,GAIA HERBS,,,,,TURMERIC SUPREME PAIN PM,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.25,,,,
6,0075106314671,,,,1,,GAIA HERBS,,,,,TURMERIC BOOST-RESTORE,,,,5.29,,,OZ,,,,Feb 21 2016 1,,,3.65,,,,
7,0064667062102,,,,2,,SPROUTS,,,,,TURMERIC,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,1.30,,,,
8,0064667062139,,,,1,,SPROUTS,,,,,TURMERIC-100% VEGETARIAN,,,,60.00,,,VCP,,,,Mar 13 2016 1,,,1.98,,,,
9,0064667062140,,,,1,,SPROUTS,,,,,TURMERIC-100% VEGETARIAN,,,,120.00,,,VCP,,,,Mar 13 2016 1,,,2.35,,,,
10,0064667015610,,,,1,,SPROUTS,,,,,TURMERIC POWDER CAP,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.20,,,,
11,0064667062141,,,,1,,SPROUTS,,,,,TURMERIC-POWDER-ORGANIC,,,,4.00,,,OZ,,,,Feb 21 2016 1,,,2.88,,,,
12,0064667062052,,,,1,,SPROUTS,,,,,INFLACALM POWDER CAP,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.22,,,,
13,0064667067198,,,,1,,SPROUTS,,,,,SUPER JOINT COMPLEX,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,2.50,,,,
14,0064667067229,,,,1,,SPROUTS,,,,,VEGETARIAN GLUCOSAMINE 750 MG,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.20,,,,
15,0064667067228,,,,1,,SPROUTS,,,,,VEGETARIAN GLUCOSAMINE 750 MG,,,,120.00,,,VCP,,,,Feb 21 2016 1,,,2.65,,,,
16,0064667069052,,,,1,,SPROUTS,,,,,GLUCOSAMINE CHONDROITIN,,,,90.00,,,CAP,,,,Feb 21 2016 1,,,2.25,,,,
17,0064667069051,,,,1,,SPROUTS,,,,,GLUCOSAMINE CHONDROITIN,,,,180.00,,,CAP,,,,Feb 21 2016 1,,,2.86,,,,
18,0064667067114,,,,1,,SPROUTS,,,,,GLUCOSAMINE CHONDROITIN MSM,,,,120.00,,,TAB,,,,Feb 21 2016 1,,,2.50,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 1.00"",   Product: 3' 11.89""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667068210,,,,2,,SPROUTS,,,,,TART CHERRY WITH TURMERIC,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,1.75,,,,
2,0007628003355,,,,1,,SOLARAY,,,,,GP TART CHERRY 425 MG,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.00,,,,
3,0007628017404,,,,1,,SOLARAY,,,,,TART CHERRY & CELERY SEED,,,,60.00,,,VCP,,,,,,,2.00,,,,
4,0002124522107,,,,1,,KAL,,,,,URIC ACID FLUSH,,,,60.00,,,VCP,,,,,,,2.52,,,,
5,0006895804525,,,,1,,NATURAL FACTORS,,,,,CHERRY FRUIT EXTRACT 500 MG,,,,90.00,,,SG,,,,Feb 21 2016 1,,,2.72,,,,
6,0076394856445,,,,1,,ENZYMATIC THERAPY,,,,,TART CHERRY ULTRA,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.42,,,,
7,0076394815831,,,,1,,ENZYMATIC THERAPY,,,,,TART CHERRY ULTRA-CHEWABLE,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,2.87,,,,
8,0003398431549,,,,1,,SOLGAR,,,,,TART CHERRY 1000MG,,,,90.00,,,VCP,,,,Feb 21 2016 1,,,2.65,,,,
9,0085573500113,,,,1,,REDD REMEDIES,,,,,GOUTCH!,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,2.50,,,,
10,0085573500162,,,,1,,REDD REMEDIES,,,,,GOUCH LIQUID,,,,1.00,,,EA,,,,,,,2.70,,,,
11,0009140187051,,,,1,,PURE PLANET,,,,,CONCENTRATE-TART CHERRY-ORGANIC,,,,16.00,,,FOZ,,,,Feb 21 2016 1,,,2.70,,,,
12,0079022310213,,,,1,,DYNAMIC HEALTH,,,,,ORG TART CHERRY TURMRIC & GNGR TONIC,,,,16.00,,,FOZ,,,,,,,2.84,,,,
13,0004195404140,,,,1,,ZAND,,,,,LIQUID GLUCOSAMINE-MIXED BERRY,,,,16.00,,,FOZ,,,,Feb 21 2016 1,,,3.05,,,,
14,0073373903175,,,,1,,NOW,,,,,LIQ GLUCOS/CHONDROITIN/16,,,,16.00,,,FOZ,,,,Feb 21 2016 1,,,2.78,,,,
