7,0084728000829,,,1,,SPROUTS,,,,,,PROSTAK-ASSORTED COLORS,,,,1.00,,,,EA,,,Jul  3 2016 1,,,,3.50,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 3' 0.00"",    Height: 0' 6.50"",   Depth: 1' 3.00"",   Product: 2' 11.95""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072806080103,,,1,,CELTIC SEA SALT,,,,,,ELECTROLYVE-LEMON-SINGLE,,,,7.40,,,,GM,,,,,,,2.45,,,,
2,0072806080102,,,1,,CELTIC SEA SALT,,,,,,ELECTROLYVE-LEMON-BOX-30 CT,,,,1.00,,,,EA,,,,,,,2.66,,,,
3,0085321800074,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,DRNK-KIDS- ELECTROLYTE MIX-BRRY-PKT,,,,0.09,,,,OZ,,,Jul  3 2016 1,,,,0.75,,,,
4,0085321800072,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,DRNK-KIDS- ELECTROLYTE MIX-BRY PUNCH,,,,1.30,,,,OZ,,,Jul  3 2016 1,,,,3.25,,,,
5,0085321800071,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,DRNK-KIDS- ELECTROLYTE MIX-BRY PUNCH,,,,2.50,,,,OZ,,,Jul  3 2016 1,,,,2.92,,,,
6,0085321800020,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE-POWDER-CHERRY POM-SINGLE,,,,0.12,,,,OZ,,,,,,,0.75,,,,
7,0085321800021,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE-POWDER-CHERRY POM-20CT,,,,2.40,,,,OZ,,,,,,,3.25,,,,
8,0085321800022,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE-POWDER-CHERRY POM-3.6OZ,,,,3.60,,,,OZ,,,,,,,2.92,,,,
9,0085321800080,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX-GRAPE-SINGLE,,,,0.12,,,,OZ,,,Jul  3 2016 1,,,,0.75,,,,
10,0085321800081,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX-GRAPE,,,,2.40,,,,OZ,,,Jul  3 2016 1,,,,3.25,,,,
11,0085321800082,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX - GRAPE,,,,3.60,,,,OZ,,,Jul  3 2016 1,,,,2.92,,,,
12,0085321800060,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE PWDR-LEMONADE PCKT,,,,0.12,,,,OZ,,,,,,,0.75,,,,
13,0085321800061,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE PWDR-LEMONADE PCKTS,,,,2.50,,,,OZ,,,,,,,3.25,,,,
14,0085321800062,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE-POWDER-LEMONADE-3.7OZ,,,,3.70,,,,OZ,,,,,,,2.92,,,,
15,0085321800030,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX-RSPBRRY-SINGLE,,,,0.11,,,,OZ,,,Jul  3 2016 1,,,,0.75,,,,
16,0085321800031,,,1,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX-RASPBERRY,,,,2.30,,,,OZ,,,Jul  3 2016 1,,,,3.25,,,,
17,0085321800032,,,2,,ULTIMA HEALTH PRODUCTS,,,,,,ELECTROLYTE DRINK MIX - RASPBERRY,,,,3.40,,,,OZ,,,Jul  3 2016 1,,,,2.92,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 3' 0.00"",    Height: 0' 4.50"",   Depth: 1' 3.00"",   Product: 2' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064092300040,,,1,,EIDON IONIC MINERALS,,,,,,ELECTROLYTE LIQUID CONCENTRATE,,,,2.00,,,,OZ,,,Jul  3 2016 1,,,,1.25,,,,
2,0087894100058,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA TABS,,,,90.00,,,,TAB,,,Jul  3 2016 1,,,,2.50,,,,
3,0087894100255,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA SHOT-BERRY-SINGL,,,,2.00,,,,FOZ,,,Jul  3 2016 1,,,,1.40,,,,
Positio,,,UPC,,Facings,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0087894100258,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA SHOT-BERRY-CASE,,,,24.00,,,,FOZ,,,Jul  3 2016 1,,,,6.00,,,,
5,0087894100415,,,1,,TRACE MINERALS,,,,,,MAX-HYDRATE-ENERGY-TUBE,,,,1.55,,,,OZ,,,,,,,1.59,,,,
6,0087894100414,,,1,,TRACE MINERALS,,,,,,MAX-HYDRATE-ENERGY-CASE,,,,12.70,,,,OZ,,,,,,,3.18,,,,
7,0087894100417,,,1,,TRACE MINERALS,,,,,,MAX-HYDRATE-ENDURANCE-TUBE,,,,1.59,,,,OZ,,,,,,,1.59,,,,
8,0087894100416,,,1,,TRACE MINERALS,,,,,,MAX-HYDRATE-ENDURANCE-CASE,,,,12.70,,,,OZ,,,,,,,3.18,,,,
9,0087894100393,,,1,,TRACE MINERALS,,,,,,MAGNESIUM-EFFERVESCENT-TUBE,,,,1.41,,,,OZ,,,,,,,1.59,,,,
10,0087894100392,,,1,,TRACE MINERALS,,,,,,MAGNESIUM-EFFERVESCENT-CASE,,,,11.30,,,,OZ,,,,,,,3.18,,,,
11,0081166002166,,,1,,NUUN,,,,,,DRINK TABS-BLUEBERRY POMEGRANATE,,,,12.00,,,,CNT,,,,,,,1.30,,,,
12,0081166002170,,,1,,NUUN,,,,,,DRINK TABS-GRAPEFRUIT ORANGE,,,,12.00,,,,CNT,,,,,,,1.30,,,,
13,0081166002172,,,1,,NUUN,,,,,,DRINK TABS-STRWBRRY MELON,,,,12.00,,,,CNT,,,,,,,1.30,,,,
14,0081166002168,,,1,,NUUN,,,,,,DRINK TABS-TANGERINE LIME,,,,12.00,,,,CNT,,,,,,,1.30,,,,
15,0081166002176,,,1,,NUUN,,,,,,DRINK TABS-BLACKBERRY CITRUS,,,,12.00,,,,CNT,,,,,,,1.30,,,,
16,0081166002174,,,1,,NUUN,,,,,,DRINK TABS-GINGER LEMONADE,,,,12.00,,,,CNT,,,,,,,1.30,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 3' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 2' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085654100200,,,1,,EBOOST,,,,,,NATURAL ENERGY SHOT-SUPER BERRY-SNGL,,,,2.00,,,,FOZ,,,Jul  3 2016 1,,,,1.40,,,,
2,0085654100201,,,1,,EBOOST,,,,,,NATURAL ENERGY SHOT-SUPER BERRY-CASE,,,,24.00,,,,FOZ,,,,,,,6.00,,,,
3,0085347100489,,,1,,FORTO STRONG COFFEE,,,,,,SHOT-ENERGY-MOCHA,,,,2.00,,,,FOZ,,,,,,,1.80,,,,
4,0003398466401,,,1,,SOLGAR,,,,,,ENERGY KICKS-POMEGRANATE,,,,2.00,,,,FOZ,,,,,,,1.40,,,,
5,0003398466384,,,1,,SOLGAR,,,,,,ENERGY KICKS-NATURAL MIXED BERRY,,,,2.00,,,,FOZ,,,,,,,1.40,,,,
6,0081261602012,,,1,,JAMES WHITE DRINKS,,,,,,GINGER ZINGER-ORGANIC-SHOT,,,,2.40,,,,FOZ,,,,,,,1.45,,,,
7,0081261602017,,,1,,JAMES WHITE DRINKS,,,,,,GINGER ZINGER-ORGANIC-CASE,,,,36.00,,,,FOZ,,,,,,,4.56,,,,
8,0081261602016,,,1,,JAMES WHITE DRINKS,,,,,,TURMERIC ZINGER-GOLDEN-SHOT,,,,2.40,,,,FOZ,,,,,,,1.45,,,,
9,0081261602020,,,1,,JAMES WHITE DRINKS,,,,,,TURMERIC ZINGER-GOLDEN-CASE,,,,36.00,,,,FOZ,,,,,,,4.56,,,,
10,0018363300002,,,1,,PICKLE JUICE,,,,,,SHOT-PICKLE JUICE-2.5 OZ BOTTLE,,,,2.50,,,,FOZ,,,,,,,1.40,,,,
11,0018363300012,,,1,,PICKLE JUICE,,,,,,SHOT-PICKLE JUICE-CASE,,,,30.00,,,,FOZ,,,,,,,6.02,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 3' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 2' 11.97""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085046000518,,,1,,KULI KULI,,,,,,RASPBERRY GREEN ENERGY DRINK,,,,2.50,,,,FOZ,,,,,,,1.45,,,,
2,0085046000521,,,1,,KULI KULI,,,,,,RASPBERRY GREEN ENERGY DRINK-CASE,,,,30.00,,,,FOZ,,,,,,,4.70,,,,
3,0008300001700,,,1,,NATURE'S ANSWER,,,,,,GREEN TEA ENERGY MIXED BERRY,,,,2.00,,,,FOZ,,,Jul  3 2016 1,,,,1.40,,,,
4,0003927870111,,,1,,PRINCE OF PEACE,,,,,,RED PANAX GINSENG EXTRACT SINGLE BTL,,,,0.34,,,,FOZ,,,Jul  3 2016 1,,,,0.70,,,,
5,0003927870113,,,1,,PRINCE OF PEACE,,,,,,RED PANAX GINSENG EXTRACT DISPLAY,,,,30.00,,,,PK,,,,,,,4.70,,,,
6,0003927870430,,,1,,PRINCE OF PEACE,,,,,,ULTRA GINKGO PLUS 30 BOTTLES,,,,10.20,,,,FOZ,,,Jul  3 2016 1,,,,8.55,,,,
Positio,,,UPC,,Facings,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0085285400700,,,1,,,,BRAIN JUICE,,,BRAIN JUICE-ORIGINAL,,,,2.50,,,,,FOZ,,,,,,1.45,,,,,
8,0085285400702,,,1,,,,BRAIN JUICE,,,BRAIN JUICE-ORIGINAL-CS,,,,30.00,,,,,FOZ,,,,,,4.65,,,,,
9,0085285400701,,,1,,,,BRAIN JUICE,,,BRAIN JUICE-CAFFEINE FREE,,,,2.50,,,,,FOZ,,,,,,1.45,,,,,
10,0085285400703,,,1,,,,BRAIN JUICE,,,BRAIN JUICE-CAFFEINE FREE-CS,,,,30.00,,,,,FOZ,,,,,,4.65,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 3' 0.00"",    Height: 0' 6.50"",   Depth: 1' 3.00"",   Product: 2' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0087894100288,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA-MIX BERRY-PACKET,,,,0.25,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
2,0087894100287,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA-MIX BERRY-CS,,,,7.40,,,,OZ,,,Jul  3 2016 1,,,,2.65,,,,
3,0087894100112,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA GRAPE PACKET,,,,0.22,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
4,0087894100113,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA GRAPE,,,,5.60,,,,OZ,,,Jul  3 2016 1,,,,2.65,,,,
5,0087894100055,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA PACKET LEM LIME,,,,0.17,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
6,0087894100052,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA LEMON LIME,,,,5.20,,,,OZ,,,Jul  3 2016 1,,,,2.65,,,,
7,0087894100056,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA ORNAGE PKT,,,,0.17,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
8,0087894100053,,,1,,TRACE MINERALS,,,,,,ELECTROLYTE STAMINA ORANGE,,,,5.10,,,,OZ,,,Jul  3 2016 1,,,,2.65,,,,
9,0064667067351,,,1,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-CHERRY LIME-PKT,,,,0.35,,,,OZ,,,,,,,1.00,,,,
10,0064667067341,,,1,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-CHERRY LIME-CASE,,,,10.60,,,,OZ,,,,,,,3.25,,,,
11,0064667067350,,,1,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-TART ORANGE-PKT,,,,0.37,,,,OZ,,,,,,,1.00,,,,
12,0064667067340,,,2,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-TART ORANGE-CS,,,,11.10,,,,OZ,,,,,,,3.25,,,,
13,0064667067352,,,1,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-ELDERBERRY-PKT,,,,0.35,,,,OZ,,,,,,,1.00,,,,
14,0064667067342,,,1,,SPROUTS,,,,,,FIZZY MIX-VITAMIN C-ELDERBERRY-CASE,,,,10.60,,,,OZ,,,,,,,3.25,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 3' 0.00"",    Height: 0' 4.50"",   Depth: 1' 3.00"",   Product: 2' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007631430646,,,1,,EMERGEN C,,,,,,EMERGEN C SUPER ORANGE-PACKET,,,,0.32,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
2,0007631430203,,,2,,EMERGEN C,,,,,,EMERGEN C SUPER ORANGE 30PK,,,,9.60,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
3,0007631430640,,,1,,EMERGEN C,,,,,,EMERGEN C RASPBERRY-PACKET,,,,0.32,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
4,0007631430201,,,1,,EMERGEN C,,,,,,EMERGEN C RASPBERRY 30PK,,,,9.60,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
5,0007631430055,,,1,,EMERGEN C,,,,,,EMERGEN C TANGERINE PACKET,,,,0.33,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
6,0007631430202,,,1,,EMERGEN C,,,,,,EMERGEN C TANGERINE 30PK,,,,9.90,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
7,0007631436108,,,1,,EMERGEN C,,,,,,EMERGEN C ELECTROMIX,,,,0.14,,,,OZ,,,,,,,2.45,,,,
8,0007631430232,,,1,,EMERGEN C,,,,,,EMERGEN C ELECTRO MIX,,,,4.20,,,,OZ,,,,,,,2.73,,,,
9,0009492249969,,,1,,EBOOST,,,,,,EBOOST-ENERGY-ACAI POMEGRANATE,,,,0.20,,,,OZ,,,Jul  3 2016 1,,,,2.95,,,,
10,0085654100210,,,1,,EBOOST,,,,,,EBOOST-ENERGY-ACAI POMEGRANATE-CS,,,,4.00,,,,OZ,,,Jul  3 2016 1,,,,3.12,,,,
11,0085654100203,,,1,,EBOOST,,,,,,EBOOST-ENERGY-ORANGE-PKT,,,,0.19,,,,OZ,,,Jul  3 2016 1,,,,2.95,,,,
12,0009492280439,,,1,,EBOOST,,,,,,EBOOST-ENERGY-ORANGE-CS,,,,4.00,,,,OZ,,,Jul  3 2016 1,,,,3.12,,,,
Positio,,,UPC,,Facings,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0009492211276,,,1,,EBOOST,,,,,,EBOOST-ENERGY-PINK LEMONADE-PKT,,,,0.27,,,,OZ,,,Jul  3 2016 1,,,,2.95,,,,
14,0009492211277,,,1,,EBOOST,,,,,,EBOOST-ENERGY-PINK LEMONADE-CASE,,,,5.40,,,,OZ,,,Jul  3 2016 1,,,,3.12,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 3' 0.00"",    Height: 1' 1.00"",   Depth: 1' 1.00"",   Product: 2' 11.87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0073373900598,,,1,,NOW,,,,,,EFFER-C ELDERBERRY-SUGAR FREE,,,,5.82,,,,OZ,,,Jul  3 2016 1,,,,3.75,,,,
2,0003367410761,,,1,,NATURE'S WAY,,,,,,SAMBUCUS FIZZY-ELDERBERRY,,,,2.70,,,,OZ,,,Jul  3 2016 1,,,,2.98,,,,
3,0088589806006,,,1,,EMERGEN C,,,,,,EMERGEN C IMMUNE PLUS-BLUEBERRY ACAI,,,,0.32,,,,OZ,,,,,,,2.45,,,,
4,0088589800007,,,1,,EMERGEN C,,,,,,EMERGEN C IMMUNE PLUS BLUEBERRY ACAI,,,,9.60,,,,OZ,,,,,,,2.73,,,,
5,0088589806008,,,1,,EMERGEN C,,,,,,EMERGEN C IMMUNE PLUS CITRUS,,,,0.31,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
6,0088589800005,,,1,,EMERGEN C,,,,,,EMERGEN C IMMUNE PLUS CITRUS,,,,9.30,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
7,0007631430087,,,1,,EMERGEN C,,,,,,EMERGEN C LEMON LIME PACKET,,,,0.33,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
8,0007631430205,,,1,,EMERGEN C,,,,,,EMERGEN C LEMON LIME 30PK,,,,9.90,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
9,0007631436156,,,1,,EMERGEN C,,,,,,EMERGEN C ACAI BERRY-PACKET,,,,0.30,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
10,0007631430206,,,1,,EMERGEN C,,,,,,EMERGEN C ACAI BERRY,,,,9.00,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
11,0007631430057,,,1,,EMERGEN C,,,,,,EMERGEN C TROPICAL-PACKET,,,,0.32,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
12,0007631430207,,,1,,EMERGEN C,,,,,,EMERGEN C TROPICAL 30PK,,,,9.60,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
13,0007631436193,,,1,,EMERGEN C,,,,,,EMERGEN C-CRAN POM-PACKET,,,,0.30,,,,OZ,,,Jul  3 2016 1,,,,2.45,,,,
14,0007631430193,,,1,,EMERGEN C,,,,,,EMERGEN C CRANBERRY POMEGRANATE,,,,9.00,,,,OZ,,,Jul  3 2016 1,,,,2.73,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
