2,0076394807480,,,,1,,,ENZYMATIC THERAPY,,,,,,REMIFEMIN GOOD NIGHT,,,,21.00,,,,TAB,,,,Jun 12 2016 1,,,,4.27,,,,,
3,0064667063149,,,,1,,,SPROUTS,,,,,,BLACK COHOSH,,,,1.00,,,,FOZ,,,,Jun 12 2016 1,,,,1.30,,,,,
4,0064667015410,,,,1,,,SPROUTS,,,,,,BLACK COHOSH POWDER CAP,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.25,,,,,
5,0006895804925,,,,1,,,NATURAL FACTORS,,,,,,WOMENS BLACK COHOSH,,,,90.00,,,,CAP,,,,Jun 12 2016 1,,,,2.20,,,,,
6,0007628003173,,,,1,,,SOLARAY,,,,,,GP BLACK COHOSH-ONE DAILY-180 MG,,,,30.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
7,0003367410500,,,,1,,,NATURE'S WAY,,,,,,BLACK COHOSH,,,,100.00,,,,VCP,,,,Jun 12 2016 1,,,,2.02,,,,,
8,0003367414690,,,,1,,,NATURE'S WAY,,,,,,BLACK COHOSH ROOT,,,,180.00,,,,VCP,,,,Jun 12 2016 1,,,,2.59,,,,,
9,0002107800870,,,,1,,,SOURCE NATURALS,,,,,,CALCIUM D GLUCARATE 500 MG,,,,60.00,,,,TAB,,,,Jun 12 2016 1,,,,2.22,,,,,
10,0004746900925,,,,1,,,NATROL,,,,,,SOY ISOFLAVONES,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
11,0007628036664,,,,1,,,SOLARAY,,,,,,INDOLE-3-CARBINOL,,,,30.00,,,,CAP,,,,Jun 12 2016 1,,,,1.88,,,,,
12,0007628038169,,,,1,,,SOLARAY,,,,,,DIM SUPREME,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,1.99,,,,,
13,0069119500108,,,,1,,,WHOLE WORLD BOTANICALS,,,,,,ROYAL MACA PLUS WITH DIM FOR WOMEN,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.00,,,,,
14,0006895804955,,,,1,,,NATURAL FACTORS,,,,,,ESRTOSENSE,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.37,,,,,
15,0003367414810,,,,1,,,NATURE'S WAY,,,,,,DIM PLUS,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,1.97,,,,,
16,0003367414850,,,,2,,,NATURE'S WAY,,,,,,DIM PLUS,,,,120.00,,,,CAP,,,,Jun 12 2016 1,,,,2.18,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0002107810431,,,,1,,,PLANETARY HERBALS,,,,,,HORSE CHESTNUT CREAM,,,,4.00,,,,OZ,,,,Jun 12 2016 1,,,,2.90,,,,,
18,0008799211257,,,,1,,,REVIVA,,,,,,VITAMIN K CREAM,,,,1.50,,,,OZ,,,,Jun 12 2016 1,,,,2.45,,,,,
19,0003367462000,,,,1,,,NATURE'S WAY,,,,,,STNDRDZD EXT HORSECHESTNUT,,,,90.00,,,,CAP,,,,Jun 12 2016 1,,,,2.02,,,,,
20,0007628003666,,,,1,,,SOLARAY,,,,,,HORSE CHESTNUT EXTRACT,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.89""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0003367412200,,,,1,,,NATURE'S WAY,,,,,,DAMIANA LEAVES,,,,100.00,,,,VCP,,,,Jun 12 2016 1,,,,2.02,,,,,
2,0003367417870,,,,1,,,NATURE'S WAY,,,,,,WILD YAM 425MG,,,,100.00,,,,VCP,,,,Jun 12 2016 1,,,,2.02,,,,,
3,0060506941001,,,,1,,,HIMALAYA,,,,,,SHATAVARI-ORGANIC,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.25,,,,,
4,0075106314430,,,,1,,,GAIA HERBS,,,,,,VITEX BERRY,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.25,,,,,
5,0003367411750,,,,1,,,NATURE'S WAY,,,,,,VITEX,,,,100.00,,,,VCP,,,,Jun 12 2016 1,,,,2.02,,,,,
6,0007628001645,,,,1,,,SOLARAY,,,,,,VITEX,,,,100.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
7,0006895804930,,,,1,,,NATURAL FACTORS,,,,,,WOMENS VITEX EXTRACT,,,,90.00,,,,CAP,,,,Jun 12 2016 1,,,,2.20,,,,,
8,0070619500442,,,,1,,,OREGON'S WILD HARVEST,,,,,,CHASTE TREE-ORGANIC,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.23,,,,,
9,0064667062120,,,,1,,,SPROUTS,,,,,,CHASTE TREE POWDER CAP,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.25,,,,,
10,0007628000276,,,,1,,,SOLARAY,,,,,,FEMALE HORMONE BLEND SP-7C,,,,100.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
11,0003367411608,,,,1,,,NATURE'S WAY,,,,,,CHANGE-O-LIFE,,,,180.00,,,,CAP,,,,Jun 12 2016 1,,,,2.59,,,,,
12,0075106339960,,,,2,,,GAIA HERBS,,,,,,WOMENS BALANCE LIQUID PHYTO CAPS,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,2.01,,,,,
13,0072778390065,,,,1,,,NEW CHAPTER,,,,,,ESTROTONE,,,,30.00,,,,VCP,,,,,,,,1.84,,,,,
14,0072778390066,,,,1,,,NEW CHAPTER,,,,,,ESTROTONE,,,,60.00,,,,VCP,,,,,,,,2.16,,,,,
15,0006895804950,,,,1,,,NATURAL FACTORS,,,,,,MENOSENSE,,,,90.00,,,,CAP,,,,Jun 12 2016 1,,,,2.50,,,,,
16,0002107800913,,,,1,,,SOURCE NATURALS,,,,,,ETERNAL WOMAN HOT FLASH,,,,45.00,,,,TAB,,,,Jun 12 2016 1,,,,2.00,,,,,
17,0002107800914,,,,1,,,SOURCE NATURALS,,,,,,HOT FLASH-ETERNAL WOMEN,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.36,,,,,
18,0085238800186,,,,1,,,DREAMBRANDS,,,,,,INTERNAL HARMONY MENOPAUSE RELIEF,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,3.51,,,,,
19,0071036326244,,,,1,,,IRWIN NATURALS,,,,,,ESTRO-PAUSE,,,,80.00,,,,SG,,,,Jun 12 2016 1,,,,2.60,,,,,
20,0007628003758,,,,1,,,SOLARAY,,,,,,PHYTO ESTROGEN,,,,120.00,,,,VCP,,,,Jun 12 2016 1,,,,2.44,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007852205062,,,,1,,,JASON,,,,,,WISE WOMAN WILD YAM MOISTURE CREME,,,,4.00,,,,OZ,,,,Jun 12 2016 1,,,,2.75,,,,,
2,0002107801925,,,,1,,,SOURCE NATURALS,,,,,,PROGESTERONE CREAM CA ONLY,,,,2.00,,,,OZ,,,,,,,,2.11,,,,,
3,0065978657653,,,,1,,,KOKORO,,,,,,BALANCING CREAM JAR,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,2.87,,,,,
4,0065978630750,,,,1,,,KOKORO,,,,,,BALANCING CREAM,,,,3.30,,,,OZ,,,,Jun 12 2016 1,,,,1.75,,,,,
5,0080918310018,,,,1,,,ORGANIC EXCELLENCE,,,,,,FMNE BLNCE THRPY PROGESTERONE CREAM,,,,3.00,,,,OZ,,,,Jun 12 2016 1,,,,2.37,,,,,
6,0080918310019,,,,1,,,ORGANIC EXCELLENCE,,,,,,BLNCE PLUS THRPY PROGESTERONE CREAM,,,,3.00,,,,OZ,,,,Jun 12 2016 1,,,,2.37,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0064595159951,,,,1,,,LIFEFLO,,,,,,ESTRIOL-CARE,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,2.38,,,,,
8,0064595181002,,,,1,,,LIFEFLO,,,,,,PROGESTA CARE CREAM,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,2.38,,,,,
9,0064595181004,,,,1,,,LIFEFLO,,,,,,PROGESTA CARE FOR WOMEN,,,,4.00,,,,OZ,,,,Jun 12 2016 1,,,,2.38,,,,,
10,0064595165439,,,,1,,,LIFEFLO,,,,,,PROGESTA CARE COMPLETE,,,,4.00,,,,OZ,,,,Jun 12 2016 1,,,,2.38,,,,,
11,0085238800130,,,,2,,,DREAMBRANDS,,,,,,INTERNAL HARMONY FOR WOMEN,,,,3.00,,,,OZ,,,,Jun 12 2016 1,,,,2.64,,,,,
12,0035616330110,,,,1,,,EMERITA,,,,,,PHYTOESTROGEN BODY CREAM,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,1.85,,,,,
13,0035616330085,,,,1,,,EMERITA,,,,,,PRO GEST PARABEN FREE SINGLE,,,,48.00,,,,PK,,,,Jun 12 2016 1,,,,3.00,,,,,
14,0035616330090,,,,1,,,EMERITA,,,,,,PRO GEST PARABEN FREE,,,,4.00,,,,OZ,,,,Jun 12 2016 1,,,,2.50,,,,,
15,0076394807236,,,,1,,,ENZYMATIC THERAPY,,,,,,AM PM PERIMENOPAUSE FORMULA,,,,60.00,,,,TAB,,,,Jun 12 2016 1,,,,4.88,,,,,
16,0076394807206,,,,1,,,ENZYMATIC THERAPY,,,,,,AM PM MENOPAUSE FORMULA,,,,60.00,,,,TAB,,,,Jun 12 2016 1,,,,4.88,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085642000405,,,,1,,,PREMAMA,,,,,,LACTATION,,,,2.47,,,,OZ,,,,Jun 12 2016 1,,,,3.00,,,,,
2,0075106314594,,,,1,,,GAIA HERBS,,,,,,HERBAL TEA-LACTATION SUPPORT-ORG,,,,16.00,,,,CNT,,,,,,,,3.20,,,,,
3,0070811802190,,,,1,,,VITANICA,,,,,,LACTATION BLEND NURSING SUPPORT,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,2.01,,,,,
4,0075916058002,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,MORE MILK SPECIAL BLEND,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,1.50,,,,,
5,0075916059902,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,MORE MILK SPECIAL BLEND,,,,120.00,,,,VCP,,,,Jun 12 2016 1,,,,2.31,,,,,
6,0075916053002,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,MORE MILK PLUS,,,,2.00,,,,OZ,,,,Jun 12 2016 1,,,,1.50,,,,,
7,0075916051001,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,MORE MILK PLUS,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,1.88,,,,,
8,0075916051002,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,MORE MILK PLUS,,,,120.00,,,,VCP,,,,Jun 12 2016 1,,,,2.31,,,,,
9,0075106340220,,,,1,,,GAIA HERBS,,,,,,LACTATE SUPPORT LIQUID PHYTO CAPS,,,,60.00,,,,CAP,,,,Jun 12 2016 1,,,,2.50,,,,,
10,0075106340260,,,,1,,,GAIA HERBS,,,,,,FENUGREEK SEED LIQUID PHYTO CAPS,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,2.50,,,,,
11,0064667062037,,,,1,,,SPROUTS,,,,,,FENUGREEK POWDER CAP,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.25,,,,,
12,0007628001270,,,,1,,,SOLARAY,,,,,,FENUGREEK SEEDS,,,,100.00,,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
13,0003367412800,,,,2,,,NATURE'S WAY,,,,,,FENUGREEK SEED,,,,100.00,,,,VCP,,,,Jun 12 2016 1,,,,2.02,,,,,
14,0075916023001,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,DIAPER RASH AND THRUSH,,,,1.00,,,,OZ,,,,Jun 12 2016 1,,,,1.75,,,,,
15,0075916010011,,,,1,,,MOTHERLOVE HERBAL COMPANY,,,,,,NIPPLE CREAM,,,,1.00,,,,OZ,,,,Jun 12 2016 1,,,,1.75,,,,,
16,0063408432004,,,,1,,,BADGER BALM,,,,,,NURSING BALM,,,,0.75,,,,OZ,,,,,,,,2.10,,,,,
17,0063408432006,,,,1,,,BADGER BALM,,,,,,BELLY BUTTER,,,,2.00,,,,OZ,,,,,,,,2.86,,,,,
18,0063408432002,,,,1,,,BADGER BALM,,,,,,BELLY OIL,,,,4.00,,,,FOZ,,,,,,,,1.92,,,,,
19,0007577227760,,,,1,,,MOUNTOCEAN,,,,,,OIL-MOTHERS SPECIAL,,,,8.00,,,,FOZ,,,,Jun 12 2016 1,,,,1.97,,,,,
20,0070811802170,,,,1,,,VITANICA,,,,,,NAUSEA EASE,,,,60.00,,,,VCP,,,,Jun 12 2016 1,,,,1.93,,,,,
21,0009471760798,,,,1,,,PSI BANDS,,,,,,BANDS-RACER BLACK,,,,2.00,,,,CNT,,,,Jun 12 2016 1,,,,2.13,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,Long Description,,,,Size,,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085642000400,,,,1,,,PREMAMA,,,,,,ESSENTIALS,,,,1.48,,,,OZ,,,,Jun 12 2016 1,,,,3.00,,,,,
2,0085642000401,,,,1,,,PREMAMA,,,,,,PRENATAL + DHA,,,,3.74,,,,OZ,,,,,,,,3.00,,,,,
3,0085642000411,,,,1,,,PREMAMA,,,,,,PRENATAL ENERGY DRINK MIX,,,,3.74,,,,OZ,,,,,,,,3.00,,,,,
4,0003373900158,,,,1,,,SUPER NUTRITION,,,,,,SIMPLY ONE-PRENATAL,,,,30.00,,,,TAB,,,,Jun 12 2016 1,,,,2.04,,,,,
5,0003373900159,,,,1,,,SUPER NUTRITION,,,,,,SIMPLY ONE PRENATAL,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.40,,,,,
6,0009746703091,,,,1,,,NATURE'S PLUS,,,,,,SOURCE OF LIFE PRENATAL,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.38,,,,,
7,0007628055827,,,,1,,,SOLARAY,,,,,,ONCE DAILY PRENATAL,,,,90.00,,,,VCP,,,,Jun 12 2016 1,,,,2.50,,,,,
8,0064667068188,,,,2,,,SPROUTS,,,,,,PRENATAL ONCE DAILY,,,,60.00,,,,VTB,,,,Jun 12 2016 1,,,,2.25,,,,,
9,0064667067182,,,,1,,,SPROUTS,,,,,,PRENATAL MULTI,,,,120.00,,,,VTB,,,,Jun 12 2016 1,,,,2.50,,,,,
10,0074371500178,,,,1,,,BLUEBONNET,,,,,,GENTLE DHA 200 MG,,,,30.00,,,,VCP,,,,Jun 12 2016 1,,,,2.10,,,,,
11,0002250647470,,,,1,,,SPECTRUM ESSENTIALS,,,,,,PRENATAL DHA 580MG,,,,60.00,,,,SG,,,,Jun 12 2016 1,,,,2.15,,,,,
12,0072778305016,,,,1,,,NEW CHAPTER,,,,,,WHOLEMEGA PRENATAL,,,,90.00,,,,SG,,,,Jun 12 2016 1,,,,2.25,,,,,
13,0065801011395,,,,1,,,GARDEN OF LIFE,,,,,,OCEANS 3 MOM,,,,30.00,,,,SG,,,,Jun 12 2016 1,,,,2.25,,,,,
14,0085718800403,,,,1,,,WILEYS FINEST,,,,,,FISH OIL-PRENATAL DHA,,,,60.00,,,,SG,,,,Jun 12 2016 1,,,,2.24,,,,,
15,0076899001741,,,,2,,,NORDIC NATURALS,,,,,,PRENATAL DHA,,,,90.00,,,,SG,,,,Jun 12 2016 1,,,,2.50,,,,,
16,0076899001758,,,,1,,,NORDIC NATURALS,,,,,,POSTNATAL OMEGA-3,,,,60.00,,,,SG,,,,Jun 12 2016 1,,,,2.45,,,,,
17,0065801012003,,,,1,,,GARDEN OF LIFE,,,,,,DR. FRMLATD PRBIOTCS PRNATL SHLF STB,,,,30.00,,,,VCP,,,,Oct 23 2016 1,,,,2.30,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.95""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895835517,,,,1,,,WHOLE EARTH & SEA,,,,,,WOMEN'S PRENATAL MULTIVIT & MINERAL,,,,60.00,,,,TAB,,,,,,,,2.36,,,,,
2,0001579409115,,,,1,,,COUNTRY LIFE,,,,,,PRENATAL DAILY NUTRITION,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.49,,,,,
3,0072778300315,,,,1,,,NEW CHAPTER,,,,,,PERFECT PRENATAL,,,,48.00,,,,TAB,,,,Jun 12 2016 1,,,,2.18,,,,,
4,0072778300316,,,,1,,,NEW CHAPTER,,,,,,PERFECT PRENATAL,,,,96.00,,,,TAB,,,,Jun 12 2016 1,,,,2.62,,,,,
5,0072778300317,,,,1,,,NEW CHAPTER,,,,,,PERFECT PRENATAL,,,,192.00,,,,TAB,,,,Jun 12 2016 1,,,,2.98,,,,,
6,0072778390057,,,,1,,,NEW CHAPTER,,,,,,PERFECT POSTNATAL MULTIVITAMIN,,,,96.00,,,,TAB,,,,Jun 12 2016 1,,,,2.64,,,,,
7,0065801011856,,,,2,,,GARDEN OF LIFE,,,,,,PRENATAL ONCE DAILY-MY KIND-ORGANICS,,,,30.00,,,,TAB,,,,Jun 12 2016 1,,,,2.35,,,,,
8,0065801011857,,,,1,,,GARDEN OF LIFE,,,,,,PRENATAL ONCE DAILY-MY KIND-ORGANICS,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.75,,,,,
9,0065801011770,,,,1,,,GARDEN OF LIFE,,,,,,KIND ORG-MULTI-PRENATAL,,,,90.00,,,,TAB,,,,Jun 12 2016 1,,,,2.75,,,,,
10,0065801011771,,,,1,,,GARDEN OF LIFE,,,,,,KIND ORG-MULTI-PRENATAL,,,,180.00,,,,TAB,,,,Jun 12 2016 1,,,,3.00,,,,,
11,0065801011392,,,,1,,,GARDEN OF LIFE,,,,,,VITAMIN CODE RAW PRENATAL,,,,90.00,,,,CAP,,,,Jun 12 2016 1,,,,2.75,,,,,
12,0065801011590,,,,1,,,GARDEN OF LIFE,,,,,,VITAMIN CODE-RAW PRENATAL,,,,180.00,,,,VCP,,,,Jun 12 2016 1,,,,3.00,,,,,
