-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 1,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 6.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0003398400400,,,,1,,,SOLGAR,,,,,BREWERS YEAST,,,,,,250.00,,,TAB,,,,Feb 21 2016 1,,,,2.57,,,,,
2,0074371501200,,,,1,,,BLUEBONNET,,,,,BREWERS YEAST,,,,,,1.00,,,LB,,,,,,,,4.43,,,,,
3,0073373902420,,,,2,,,NOW,,,,,BREWERS YEAST POWDER,,,,,,16.00,,,OZ,,,,Feb 21 2016 1,,,,4.06,,,,,
4,0073373902455,,,,1,,,NOW,,,,,NUTRITIONAL YEAST FLAKES,,,,,,10.00,,,OZ,,,,Feb 21 2016 1,,,,4.86,,,,,
5,0002124561897,,,,2,,,KAL,,,,,YEAST-POWDER,,,,,,7.40,,,OZ,,,,,,,,2.76,,,,,
6,0002124538284,,,,1,,,KAL,,,,,IMPORTED YEAST,,,,,,7.80,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
7,0002124538000,,,,2,,,KAL,,,,,NUTRITIONAL YEAST FLAKES,,,,,,12.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
8,0002124538010,,,,2,,,KAL,,,,,NUTRITIONAL YEAST FLAKES,,,,,,22.00,,,OZ,,,,Feb 21 2016 1,,,,5.15,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 8.50"",   Depth: 1' 3.00"",   Product: 3' 11.97""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667068065,,,,1,,,SPROUTS,,,,,LECITHIN 1200 MG,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.68,,,,,
2,0064667068066,,,,1,,,SPROUTS,,,,,LECITHIN 1200 MG,,,,,,200.00,,,SG,,,,Feb 21 2016 1,,,,3.20,,,,,
3,0064667068098,,,,1,,,SPROUTS,,,,,NON GMO SOY LECITHIN GRANULES,,,,,,8.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
4,0064667068097,,,,1,,,SPROUTS,,,,,NON GMO SOY LECITHIN GRANULES,,,,,,16.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
5,0064667068218,,,,1,,,SPROUTS,,,,,SUNFLOWER LECITHIN,,,,,,8.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
6,0064667068219,,,,1,,,SPROUTS,,,,,SUNFLOWER LECITHIN,,,,,,16.00,,,OZ,,,,Feb 21 2016 1,,,,4.18,,,,,
7,0073373902210,,,,1,,,NOW,,,,,LECITHIN 1200 MG,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.72,,,,,
8,0073373902311,,,,2,,,NOW,,,,,SUNFLOWER LECITHIN,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.72,,,,,
9,0073373902372,,,,1,,,NOW,,,,,SUNFLOWER LIQUID LECITHIN,,,,,,16.00,,,FOZ,,,,Feb 21 2016 1,,,,2.81,,,,,
10,0073373902260,,,,1,,,NOW,,,,,NON GMO LECITHIN GRANULES,,,,,,16.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
11,0004117840030,,,,2,,,FEARNS SOY PRODUCTS,,,,,LECITHIN-GRANULES,,,,,,16.00,,,OZ,,,,Feb 21 2016 1,,,,4.10,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0073373900910,,,,1,,,NOW,,,,,E LIQUID 13650 IU D ALPHA,,,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,,1.13,,,,,
2,0073373900892,,,,1,,,NOW,,,,,E 400 MIXED TOCOPHEROLS,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
3,0003367440211,,,,1,,,NATURE'S WAY,,,,,VIT E 400 W-TOCOPHEROL,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
4,0079001112028,,,,1,,,JARROW FORMULAS,,,,,FAMIL-E,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.12,,,,,
5,0064667067266,,,,1,,,SPROUTS,,,,,VITAMIN E 200 IU MIXED TOCOPHEROLS,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,1.75,,,,,
6,0064667068220,,,,1,,,SPROUTS,,,,,SUNFLOWER E 400 IU,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
7,0064667067275,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU,,,,,,30.00,,,SG,,,,Feb 21 2016 1,,,,1.75,,,,,
8,0064667067274,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU,,,,,,90.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0064667067272,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU,,,,,,180.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
10,0064667067302,,,,1,,,SPROUTS,,,,,VITAMIN E WITH SELENIUM,,,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,,2.43,,,,,
11,0064667067270,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU MIXED TOCOPHEROLS,,,,,,30.00,,,SG,,,,Feb 21 2016 1,,,,1.75,,,,,
12,0064667067269,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU MIXED TOCOPHEROLS,,,,,,90.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
13,0064667067267,,,,1,,,SPROUTS,,,,,VITAMIN E 400 IU MIXED TOCOPHEROLS,,,,,,180.00,,,SG,,,,Feb 21 2016 1,,,,2.25,,,,,
14,0064667067257,,,,1,,,SPROUTS,,,,,VITAMIN E 1000 IU MIXED TOCOPHEROLS,,,,,,30.00,,,SG,,,,Feb 21 2016 1,,,,1.88,,,,,
15,0064667067258,,,,1,,,SPROUTS,,,,,VITAMIN E 1000 IU MIXED TOCOPHEROLS,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.15,,,,,
16,0064667067259,,,,1,,,SPROUTS,,,,,VITAMIN E 1000 IU MIXED TOCOPHEROLS,,,,,,90.00,,,SG,,,,Feb 21 2016 1,,,,2.38,,,,,
17,0007628004181,,,,1,,,SOLARAY,,,,,VITAMIN E DRY 400IU,,,,,,100.00,,,CAP,,,,Feb 21 2016 1,,,,2.50,,,,,
18,0007628004168,,,,1,,,SOLARAY,,,,,BIO E WITH SELENIUM,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.50,,,,,
19,0007628004169,,,,1,,,SOLARAY,,,,,BIO E WITH SELENIUM,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.88,,,,,
20,0007628032064,,,,1,,,SOLARAY,,,,,SUNFLOWER VITAMIN E 400 IU,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
21,0074371500616,,,,1,,,BLUEBONNET,,,,,VITAMIN E 400 IU MIXED TOCOPHEROLS,,,,,,50.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
22,0074371500618,,,,1,,,BLUEBONNET,,,,,VITAMIN E 400 IU MIXED TOCOPHEROLS,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0002124541369,,,,1,,,KAL,,,,,DROP-INS-D3 K2,,,,,,2.00,,,FOZ,,,,,,,,1.55,,,,,
2,0002124531937,,,,1,,,KAL,,,,,D-3 K-2,,,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,1.94,,,,,
3,0002124574521,,,,1,,,KAL,,,,,VITAMIN K 100 MCG,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.94,,,,,
4,0007628038584,,,,1,,,SOLARAY,,,,,VITAMIN-D3 &  K2,,,,,,60.00,,,VCP,,,,,,,,2.00,,,,,
5,0007628027877,,,,1,,,SOLARAY,,,,,VITAMIN K-2 -TRIPLE STRENGTH,,,,,,30.00,,,VCP,,,,Feb 21 2016 1,,,,2.00,,,,,
6,0007663590430,,,,1,,,SUPERIOR SOURCE,,,,,VITAMIN K-2 100 MCG MK-7,,,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
7,0007663590410,,,,1,,,SUPERIOR SOURCE,,,,,VITAMIN K-2 500 MCG MK-4,,,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
8,0007663590480,,,,1,,,SUPERIOR SOURCE,,,,,ADVANCED TRIPLE K-K1 K24 KD7,,,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
9,0001579408011,,,,1,,,COUNTRY LIFE,,,,,VITAMIN K-1-100 MCG,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.97,,,,,
10,0001579408015,,,,1,,,COUNTRY LIFE,,,,,VEGAN K2,,,,,,60.00,,,CNT,,,,,,,,1.80,,,,,
11,0079001130001,,,,1,,,JARROW FORMULAS,,,,,MK-7,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,1.85,,,,,
12,0079001130007,,,,1,,,JARROW FORMULAS,,,,,MK-7,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.06,,,,,
13,0079001130009,,,,1,,,JARROW FORMULAS,,,,,K-RIGHT,,,,,,60.00,,,SG,,,,,,,,2.25,,,,,
14,0075395000198,,,,2,,,DOCTORS BEST,,,,,NATURAL VITAMIN K2 MENA Q7,,,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,2.00,,,,,
15,0073373900990,,,,1,,,NOW,,,,,VITAMIN K-2 100 MCG,,,,,,100.00,,,VCP,,,,Feb 21 2016 1,,,,1.94,,,,,
16,0009746730737,,,,1,,,NATURE'S PLUS,,,,,SOL GARDEN VITAMIN K2-ORGANIC,,,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,2.30,,,,,
17,0065801011651,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE RAW K-COMPLEX,,,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,2.40,,,,,
18,0065801011377,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE VITAMIN E,,,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,,2.40,,,,,
19,0001579407902,,,,1,,,COUNTRY LIFE,,,,,VITAMIN E COMPLEX LIQUID,,,,,,2.00,,,FOZ,,,,Feb 21 2016 1,,,,1.50,,,,,
20,0003398401600,,,,1,,,SOLGAR,,,,,LIQUID VITAMIN E,,,,,,2.00,,,FOZ,,,,Feb 21 2016 1,,,,1.63,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0003398403540,,,,1,,,SOLGAR,,,,,VITAMIN E 400 IU MIXED,,,,,,50.00,,,SG,,,,Feb 21 2016 1,,,,2.09,,,,,
22,0003398403541,,,,1,,,SOLGAR,,,,,VITAMIN E-400 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
23,0003398403547,,,,1,,,SOLGAR,,,,,VITAMIN E 400 IU VEGETARIAN,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 3.00"",   Product: 3' 11.87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667063161,,,,2,,,SPROUTS,,,,,KIDS D3 400 IU GRAPE,,,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,,1.28,,,,,
2,0008839501250,,,,1,,,CARLSON LABS,,,,,BABY SUPER DAILY D3 400 IU,,,,,,0.35,,,FOZ,,,,Feb 21 2016 1,,,,1.75,,,,,
3,0060827410900,,,,1,,,CHILDLIFE,,,,,VITAMIN D3-MIXED BERRY,,,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,,1.25,,,,,
4,0060827413000,,,,1,,,CHILDLIFE,,,,,ORG VITAMIN D3 DROPS-BERRY,,,,,,0.34,,,FOZ,,,,Feb 21 2016 1,,,,1.82,,,,,
5,0006895801545,,,,1,,,NATURAL FACTORS,,,,,BIG FRIENDS VITAMIN D3 LIQUID,,,,,,0.50,,,FOZ,,,,,,,,2.12,,,,,
6,0006895801546,,,,1,,,NATURAL FACTORS,,,,,BIG FRIENDS VITAMIN D3 CHEWABLE,,,,,,250.00,,,TAB,,,,,,,,2.73,,,,,
7,0061309868487,,,,1,,,HERO NUTRITION,,,,,YUMMI BEARS VITAMIN D3,,,,,,60.00,,,CNT,,,,Feb 21 2016 1,,,,3.00,,,,,
8,0061309868488,,,,1,,,HERO NUTRITION,,,,,YUMMI BEARS-SUGAR FREE VIT D3 1000IU,,,,,,60.00,,,CNT,,,,Feb 21 2016 1,,,,3.00,,,,,
9,0079001132002,,,,1,,,JARROW FORMULAS,,,,,YUM-YUM D3 GUMMIES 400 IU-ORANGE,,,,,,90.00,,,CHW,,,,Feb 21 2016 1,,,,2.72,,,,,
10,0002188812053,,,,1,,,RAINBOW LIGHT,,,,,VITAMIN D3-400 IU-SUNNY GUMMIES,,,,,,60.00,,,CHW,,,,Feb 21 2016 1,,,,2.33,,,,,
11,0002188812064,,,,1,,,RAINBOW LIGHT,,,,,VITAMIN D3-1000 IU-SUNNY GUMMIES,,,,,,100.00,,,CNT,,,,Feb 21 2016 1,,,,2.88,,,,,
12,0002188812141,,,,1,,,RAINBOW LIGHT,,,,,BERRY D-LICIOUS 2500 IU VITAMIN D3,,,,,,50.00,,,CNT,,,,Feb 21 2016 1,,,,2.33,,,,,
13,0005149410348,,,,1,,,MEGAFOOD,,,,,D3 WELLNESS-MIXED FRUIT,,,,,,90.00,,,CNT,,,,,,,,3.03,,,,,
14,0076899031143,,,,1,,,NORDIC NATURALS,,,,,VITMAIN D3 GUMMIES,,,,,,60.00,,,CNT,,,,,,,,2.52,,,,,
15,0076899001680,,,,1,,,NORDIC NATURALS,,,,,VITAMIN D3 VEGAN 1000 IU,,,,,,1.00,,,FOZ,,,,Feb 21 2016 1,,,,1.31,,,,,
16,0076899031140,,,,1,,,NORDIC NATURALS,,,,,VITAMIN D3 GUMMIES,,,,,,60.00,,,CNT,,,,Feb 21 2016 1,,,,2.50,,,,,
17,0076899031141,,,,1,,,NORDIC NATURALS,,,,,VITAMIN D3 GUMMIES,,,,,,120.00,,,CNT,,,,Feb 21 2016 1,,,,3.10,,,,,
18,0076899031160,,,,1,,,NORDIC NATURALS,,,,,VITAMIN-GUMMIES-D3+ K2,,,,,,60.00,,,CNT,,,,,,,,2.73,,,,,
19,0085898200415,,,,1,,,GOOD DAY CHOCOLATE,,,,,CHOCOLATE WITH VITAMIN D3 SUPPLEMENT,,,,,,0.99,,,OZ,,,,,,,,2.79,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.79""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007663590850,,,,1,,,SUPERIOR SOURCE,,,,,VITAMIN D 1000 IU EXTRA STRENGTH,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
2,0007663590860,,,,1,,,SUPERIOR SOURCE,,,,,VITAMIN D3 5000 IU,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
3,0007663590870,,,,1,,,SUPERIOR SOURCE,,,,,VITAMIN D3-10000 IU,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.60,,,,,
4,0008839501270,,,,1,,,CARLSON LABS,,,,,SUPER DAILY D3 1000 IU,,,,,,0.35,,,FOZ,,,,Feb 21 2016 1,,,,1.74,,,,,
5,0008839501280,,,,1,,,CARLSON LABS,,,,,SUPER DAILY D3 2000 IU,,,,,,0.35,,,FOZ,,,,Feb 21 2016 1,,,,1.74,,,,,
6,0008839501290,,,,1,,,CARLSON LABS,,,,,SUPER DAILY D3 4000 IU,,,,,,0.35,,,FOZ,,,,Feb 21 2016 1,,,,1.74,,,,,
7,0008839501461,,,,1,,,CARLSON LABS,,,,,VITAMIN D 2000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,1.95,,,,,
8,0008839501463,,,,1,,,CARLSON LABS,,,,,VITAMIN D 2000 IU,,,,,,360.00,,,SG,,,,Feb 21 2016 1,,,,2.90,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0008839501431,,,,1,,,CARLSON LABS,,,,,VITAMIN D3 4000IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,1.95,,,,,
10,0008839501421,,,,1,,,CARLSON LABS,,,,,VITAMIN D3 10 000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.30,,,,,
11,0008839501481,,,,1,,,CARLSON LABS,,,,,SOLAR D GEMS 4000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.30,,,,,
12,0006895801050,,,,1,,,NATURAL FACTORS,,,,,VITAMIN D 1000 IU,,,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,2.20,,,,,
13,0006895801056,,,,1,,,NATURAL FACTORS,,,,,VIT D3 5000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.21,,,,,
14,0006895801068,,,,1,,,NATURAL FACTORS,,,,,VEGAN D3 2000 IU,,,,,,90.00,,,VCP,,,,,,,,2.18,,,,,
15,0075395000210,,,,1,,,DOCTORS BEST,,,,,BEST VITAMIN D3-2000 IU,,,,,,180.00,,,SG,,,,Feb 21 2016 1,,,,2.10,,,,,
16,0075395000218,,,,1,,,DOCTORS BEST,,,,,VITAMIN D3-5000 IU,,,,,,180.00,,,SG,,,,Feb 21 2016 1,,,,2.10,,,,,
17,0075395000302,,,,1,,,DOCTORS BEST,,,,,BEST VEGAN D3 2500 IU,,,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,2.10,,,,,
18,0002124560010,,,,1,,,KAL,,,,,VITAMIN D 1000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,1.95,,,,,
19,0002124592100,,,,1,,,KAL,,,,,ULTRA D-3 10000 IU,,,,,,120.00,,,TAB,,,,Feb 21 2016 1,,,,1.95,,,,,
20,0075592910403,,,,1,,,MICHAELS NATRO PRG,,,,,VITAMIN D3 WITH K2-5000 IU,,,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,2.10,,,,,
21,0004064712093,,,,1,,,NATURE'S LIFE,,,,,VITAMIN D3 2000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,1.95,,,,,
22,0007430680040,,,,1,,,VIBRANT HEALTH,,,,,ORGANIC VITAMIN D3 2000 IU,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,2.00,,,,,
23,0003367415836,,,,1,,,NATURE'S WAY,,,,,VITAMIN D3 5000 IU,,,,,,240.00,,,SG,,,,Feb 21 2016 1,,,,2.38,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.82""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0001579405827,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 2000 IU SPRAY STRAWBERRY,,,,,,0.81,,,FOZ,,,,,,,,1.63,,,,,
2,0001579405828,,,,1,,,COUNTRY LIFE,,,,,VEGAN VIT D3 2000 IU SPRAY VNLA BEAN,,,,,,0.81,,,FOZ,,,,,,,,1.63,,,,,
3,0001579405801,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D 400 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,1.79,,,,,
4,0001579405806,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 1000 IU,,,,,,200.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
5,0001579405803,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 2500 IU,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,1.79,,,,,
6,0001579405805,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 2500 IU,,,,,,200.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
7,0001579405807,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 5000 IU,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,1.79,,,,,
8,0001579405808,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 5000 IU,,,,,,200.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
9,0001579405815,,,,1,,,COUNTRY LIFE,,,,,VITAMIN D3 10000 IU,,,,,,60.00,,,SG,,,,,,,,1.59,,,,,
10,0001579405810,,,,1,,,COUNTRY LIFE,,,,,D3 GUMMIES,,,,,,60.00,,,CNT,,,,,,,,2.58,,,,,
11,0001579405821,,,,1,,,COUNTRY LIFE,,,,,VEGAN D3 5000 IU,,,,,,60.00,,,SG,,,,Feb 21 2016 1,,,,2.06,,,,,
12,0007628087031,,,,1,,,VEGLIFE,,,,,SUPREME VEGAN D 2000IU,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,2.00,,,,,
13,0065801011781,,,,1,,,GARDEN OF LIFE,,,,,KIND ORG-D3-VEGAN,,,,,,2.00,,,OZ,,,,Feb 21 2016 1,,,,1.60,,,,,
14,0065801011861,,,,1,,,GARDEN OF LIFE,,,,,VEGAN D3-2000 IU-MY KIND ORGANICS,,,,,,30.00,,,TAB,,,,Feb 21 2016 1,,,,2.40,,,,,
15,0065801011413,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE RAW D3,,,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,,2.40,,,,,
16,0065801011656,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE RAW D3 2000 IU,,,,,,120.00,,,CAP,,,,Feb 21 2016 1,,,,2.75,,,,,
17,0065801011586,,,,1,,,GARDEN OF LIFE,,,,,VITAMIN CODE-RAW D3-5000 IU,,,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,,2.40,,,,,
18,0005149410114,,,,1,,,MEGAFOOD,,,,,VITAMIN D3-1000 IU-DAILY FOODS,,,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,2.43,,,,,
19,0005149410221,,,,1,,,MEGAFOOD,,,,,VITAMIN D-3 2000 IU,,,,,,60.00,,,TAB,,,,Feb 21 2016 1,,,,2.43,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0009746730735,1,NATURE'S PLUS,VITAMIN D3-60 CNT,60.00,CAP
21,0006895835512,1,WHOLE EARTH & SEA,VITAMIN D3 1000 IU WES,90.00,VCP
22,0006895835516,1,WHOLE EARTH & SEA,VITAMIN D3 5000 IU WES,60.00,VCP
Totals:,,
