6,0063125732090,,,1,,,RENEW LIFE,,,,PARASMART,,,,1.00,,,KIT,,,,,,3.75,,,,
7,0071036325558,,,1,,,NATURE'S SECRET,,,,PARASTROY,,,,2.00,,,KIT,,,,,,4.90,,,,
8,0065078600052,,,1,,,HEALTH FORCE,,,,SCRAM,,,,150.00,,,VCP,,,,,,2.45,,,,
9,0065078600051,,,1,,,HEALTH FORCE,,,,INTESTINAL DRAWING FORMULA,,,,13.20,,,OZ,,,,,,3.95,,,,
10,0065078600006,,,1,,,HEALTH FORCE,,,,INTESTINAL MOVEMENT FORMULA,,,,50.00,,,VCP,,,,,,1.75,,,,
11,0004635200518,,,1,,,YERBA PRIMA,,,,BENTONITE HERBAL DETOX,,,,60.00,,,CAP,,,,,,2.25,,,,
12,0004635200519,,,2,,,YERBA PRIMA,,,,BENTONITE,,,,16.00,,,FOZ,,,,,,2.95,,,,
13,0004635200520,,,2,,,YERBA PRIMA,,,,BENTONITE,,,,32.00,,,FOZ,,,,,,3.50,,,,
14,0079731107001,,,1,,,SONNES,,,,7 DETOXIFICATION AID,,,,32.00,,,OZ,,,,,,3.95,,,,
15,0002006510003,,,1,,,NATUREWORKS,,,,SWEDISH BITTERS,,,,8.45,,,FOZ,,,,,,2.85,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085248600520,,,1,,,HERBAL ZAP,,,,PARTY DETOX-PKT,,,,0.14,,,OZ,,,,,,2.50,,,,
2,0085248600518,,,1,,,HERBAL ZAP,,,,PARTY DETOX-25 PK,,,,3.53,,,OZ,,,,,,2.50,,,,
3,0060506900582,,,1,,,HIMALAYA,,,,PARTY SMART SINGLE,,,,1.00,,,CNT,,,,,,2.75,,,,
4,0060506900581,,,1,,,HIMALAYA,,,,PARTY SMART 10CT CASE,,,,10.00,,,CNT,,,,,,3.00,,,,
5,0072778390121,,,1,,,NEW CHAPTER,,,,TUMERICFORCE-DETOX ACTION,,,,60.00,,,VCP,,,,,,2.30,,,,
6,0072778300239,,,1,,,NEW CHAPTER,,,,LIFESHIELD LIVERFORCE,,,,60.00,,,CAP,,,,,,2.25,,,,
7,0063342203882,,,1,,,HOST DEFENSE,,,,MYCOBOTANICALS LIVER,,,,60.00,,,VCP,,,,,,2.10,,,,
8,0074788904330,,,1,,,CRYSTAL STAR,,,,WITHDRAWL SUPPORT,,,,60.00,,,VCP,,,,,,2.35,,,,
9,0003367414550,,,1,,,NATURE'S WAY,,,,KUDZU,,,,50.00,,,VCP,,,,,,2.05,,,,
10,0085146900091,,,1,,,ORGANIC INDIA,,,,LIVER KIDNEY,,,,90.00,,,VCP,,,,,,2.25,,,,
11,0007628000260,,,1,,,SOLARAY,,,,KIDNEY BLEND SP6,,,,100.00,,,CAP,,,,,,2.00,,,,
12,0003367400110,,,1,,,NATURE'S WAY,,,,KIDNEY BLADDER,,,,100.00,,,VCP,,,,,,2.05,,,,
13,0006895804645,,,1,,,NATURAL FACTORS,,,,LIV-GALL CLEANSE,,,,90.00,,,CAP,,,,,,2.19,,,,
14,0069119500370,,,1,,,WHOLE WORLD BOTANICALS,,,,ROYAL BREAK-STONE LIVER-GALL LIQUID,,,,2.00,,,OZ,,,,,,1.55,,,,
15,0069119500309,,,1,,,WHOLE WORLD BOTANICALS,,,,ROYAL BREAK-STONE LIVER-GALL VCP,,,,120.00,,,VCP,,,,,,2.50,,,,
16,0002107810768,,,1,,,PLANETARY HERBALS,,,,STONE FREE LIQ HERBAL EXT 2 FOZ,,,,2.00,,,FOZ,,,,,,1.55,,,,
Positio,,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0002107810031,,,1,,,PLANETARY HERBALS,,,,STONE FREE-820 MG,,,,90.00,,,TAB,,,,,,2.12,,,,
18,0002107810107,,,1,,,PLANETARY HERBALS,,,,STONE FREE-820 MG,,,,180.00,,,TAB,,,,,,2.94,,,,
19,0009070000046,,,1,,,HERB PHARM,,,,DANDELION EXTRACT,,,,1.00,,,FOZ,,,,,,1.35,,,,
20,0064667003981,,,2,,,SPROUTS,,,,DANDELION,,,,1.00,,,FOZ,,,,,,1.35,,,,
21,0079001120027,,,1,,,JARROW FORMULAS,,,,BROCCOMAX,,,,60.00,,,VCP,,,,,,2.10,,,,
22,0079001114062,,,1,,,JARROW FORMULAS,,,,ARTICHOKE 500 MG,,,,180.00,,,CAP,,,,,,2.75,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.79""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667011521,,,1,,,SPROUTS,,,,MILK THISTLE ALCOHOL FREE,,,,1.00,,,FOZ,,,,,,1.35,,,,
2,0064667062069,,,1,,,SPROUTS,,,,MILK THISTLE ALCOHOL FREE,,,,2.00,,,FOZ,,,,,,1.55,,,,
3,0064667063128,,,1,,,SPROUTS,,,,MILK THISTLE,,,,1.00,,,FOZ,,,,,,1.35,,,,
4,0064667068075,,,1,,,SPROUTS,,,,MILK THISTLE 175 MG,,,,50.00,,,VCP,,,,,,2.00,,,,
5,0064667068078,,,1,,,SPROUTS,,,,MILK THISTLE 350 MG,,,,60.00,,,VCP,,,,,,2.00,,,,
6,0064667015570,,,2,,,SPROUTS,,,,MILK THISTLE POWDER CAP,,,,90.00,,,VCP,,,,,,2.25,,,,
7,0075106314580,,,1,,,GAIA HERBS,,,,MILK THISTLE SEED LIQUID PHYTO CAPS,,,,120.00,,,VCP,,,,,,2.42,,,,
8,0005323230114,,,1,,,LIFETIME,,,,ADVANCED MILK THISTLE FORMU,,,,90.00,,,CAP,,,,,,2.50,,,,
9,0007628003703,,,1,,,SOLARAY,,,,MILK THISTLE-ONE DAILY-350 MG,,,,30.00,,,VCP,,,,,,2.00,,,,
10,0007628003700,,,1,,,SOLARAY,,,,MILK THISTLE-175 MG,,,,60.00,,,VCP,,,,,,2.00,,,,
11,0060194477726,,,1,,,PARADISE HERBS,,,,MILK THISTLE EXTRACT,,,,60.00,,,VCP,,,,,,2.22,,,,
12,0079001114003,,,2,,,JARROW FORMULAS,,,,SILYMARIN 80%,,,,100.00,,,CAP,,,,,,2.10,,,,
13,0079001114029,,,1,,,JARROW FORMULAS,,,,MILK THISTLE SILYMARIN,,,,200.00,,,CAP,,,,,,2.38,,,,
14,0006895804181,,,1,,,NATURAL FACTORS,,,,MILK THISTLE 250 MG,,,,90.00,,,CAP,,,,,,2.19,,,,
15,0004746905238,,,1,,,NATROL,,,,MILK THISTLE ADVANTAGE,,,,60.00,,,CAP,,,,,,2.00,,,,
16,0003367415355,,,1,,,NATURE'S WAY,,,,STNDRDZD EXT MILK THISTLE,,,,120.00,,,VCP,,,,,,2.37,,,,
17,0003367415405,,,2,,,NATURE'S WAY,,,,SUPER THISILYN ADVACNED DETO,,,,60.00,,,VCP,,,,,,2.15,,,,
18,0060949261010,,,2,,,MRM,,,,SILYMARIN WITH BIOSORB,,,,60.00,,,VCP,,,,,,2.00,,,,
19,0070619500085,,,1,,,OREGON'S WILD HARVEST,,,,MILK THISTLE DANDELION,,,,90.00,,,VCP,,,,,,2.23,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0009090000011,,,1,,,HERB PHARM,,,,LIVER HEALTH,,,,1.00,,,FOZ,,,,,,1.35,,,,
2,0064667011691,,,1,,,SPROUTS,,,,LIVER DEFENSE ALCOHOL FREE,,,,1.00,,,FOZ,,,,,,1.35,,,,
3,0064667011421,,,1,,,SPROUTS,,,,LIVER DEFENSE,,,,1.00,,,FOZ,,,,,,1.35,,,,
4,0064667011432,,,1,,,SPROUTS,,,,LIVER DEFENSE,,,,2.00,,,FOZ,,,,,,1.55,,,,
5,0064667012590,,,1,,,SPROUTS,,,,LIVER DETOX W MILK THISTLE LIQUID,,,,60.00,,,VCP,,,,,,2.00,,,,
Positio,,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0064667062066,,,1,,,SPROUTS,,,,LIVER DETOX POWDER CAP,,,,90.00,,,VCP,,,,,,2.25,,,,
7,0064667067327,,,1,,,SPROUTS,,,,PLANT BASED LIVER DETOX COMPLEX,,,,60.00,,,VCP,,,,,,2.50,,,,
8,0071036358549,,,1,,,IRWIN NATURALS,,,,MILK THISTLE LIVER DETOX,,,,60.00,,,SG,,,,,,2.59,,,,
9,0007628002130,,,1,,,SOLARAY,,,,LIVER BLEND SP-13,,,,100.00,,,CAP,,,,,,2.00,,,,
10,0002107810019,,,1,,,PLANETARY HERBALS,,,,BUPLEURUM LIVER CLEANSE 53,,,,72.00,,,TAB,,,,,,2.00,,,,
11,0079001129012,,,1,,,JARROW FORMULAS,,,,LIVER OPTIMIZER,,,,90.00,,,TAB,,,,,,2.25,,,,
12,0060949261005,,,1,,,MRM,,,,LIVER X-W NAC ALA BIOSORB & MORE,,,,60.00,,,VCP,,,,,,2.50,,,,
13,0074365000218,,,1,,,EMERALD LABORATORIES,,,,LIVER HEALTH,,,,90.00,,,VCP,,,,,,2.25,,,,
14,0075106339900,,,1,,,GAIA HERBS,,,,LIVER HEALTH LIQUID PHYTO CAPS,,,,60.00,,,VCP,,,,,,2.50,,,,
15,0075106314602,,,1,,,GAIA HERBS,,,,LIVER CLEANSE,,,,60.00,,,VCP,,,,,,2.50,,,,
16,0076394801315,,,1,,,ENZYMATIC THERAPY,,,,COMPLETE LIVER CLEANSE,,,,84.00,,,CAP,,,,,,2.50,,,,
17,0065078600046,,,1,,,HEALTH FORCE,,,,LIVER RESCUE,,,,30.00,,,VCP,,,,,,1.75,,,,
18,0065078600047,,,1,,,HEALTH FORCE,,,,LIVER RESCUE,,,,120.00,,,VCP,,,,,,2.45,,,,
19,0065801012318,,,1,,,GARDEN OF LIFE,,,,SPRAY-DETOX-LIVER BITTERS-MY KIND,,,,2.00,,,FOZ,,,,,,1.60,,,,
20,0060506900501,,,1,,,HIMALAYA,,,,LIVER CARE,,,,90.00,,,VCP,,,,,,2.45,,,,
21,0060506900511,,,1,,,HIMALAYA,,,,LIVER CARE,,,,180.00,,,VCP,,,,,,2.45,,,,
22,0005149410306,,,1,,,MEGAFOOD,,,,TUMERIC STRENGTH FOR LIVER,,,,60.00,,,TAB,,,,,,2.45,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0074788901420,,,1,,,CRYSTAL STAR,,,,BLADDER CONTROL,,,,60.00,,,VCP,,,,,,2.30,,,,
2,0007628001620,,,1,,,SOLARAY,,,,UVA URSI-500 MG,,,,100.00,,,CAP,,,,,,2.00,,,,
3,0003367479320,,,1,,,NATURE'S WAY,,,,URINARY WITH CRANBERRY,,,,100.00,,,CAP,,,,,,2.05,,,,
4,0071036325562,,,1,,,NATURE'S SECRET,,,,ULTIMATE URINARY CLEANSE,,,,60.00,,,CAP,,,,,,2.20,,,,
5,0085376000212,,,1,,,LIFESEASONS,,,,URINARI-X URINARY/YEAST SUPPORT,,,,90.00,,,VCP,,,,,,2.05,,,,
6,0065801012006,,,1,,,GARDEN OF LIFE,,,,DR. FORMULATD PRBIOTICS URNARY TRCT+,,,,60.00,,,VCP,,,,,,2.35,,,,
7,0003367412093,,,1,,,NATURE'S WAY,,,,FORTIFY DUAL ACTION URINARY HEALTH,,,,60.00,,,VCP,,,,,,3.10,,,,
8,0064667004381,,,1,,,SPROUTS,,,,CANDIDA,,,,1.00,,,FOZ,,,,,,1.35,,,,
9,0035795533224,,,1,,,KING BIO,,,,CANDIDA RELIEF-KIDS,,,,4.00,,,FOZ,,,,,,2.00,,,,
10,0035795580018,,,1,,,KING BIO,,,,NP AF CANDIDA HP9,,,,8.00,,,FOZ,,,,,,2.50,,,,
11,0004195402092,,,1,,,ZAND,,,,CANDIDA QUICK CLEANSE,,,,60.00,,,VCP,,,,,,2.50,,,,
12,0063125735555,,,1,,,RENEW LIFE,,,,CANDISMART,,,,1.00,,,KIT,,,,,,3.75,,,,
13,0073373903308,,,1,,,NOW,,,,CANDIDA SUPPORT,,,,90.00,,,VCP,,,,,,2.75,,,,
14,0067048020140,,,1,,,ENZYMEDICA,,,,CANDIDASE,,,,42.00,,,CAP,,,,,,2.00,,,,
15,0007628008132,,,1,,,SOLARAY,,,,YEAST CLEANSE,,,,90.00,,,VCP,,,,,,2.25,,,,
16,0007628008138,,,1,,,SOLARAY,,,,YEAST CLEANSE,,,,180.00,,,VCP,,,,,,2.85,,,,
17,0007628008130,,,1,,,SOLARAY,,,,CAPRYL SODIUM RESIN FREE,,,,100.00,,,CAP,,,,,,2.00,,,,
Positio,,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0070811802005,,,1,,,VITANICA,,,,YEAST ARREST,,,,14.00,,,EA,,,,,,2.50,,,,
19,0030696971698,,,1,,,BOIRON,,,,YEASTAWAY,,,,7.00,,,CNT,,,,,,5.25,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667011721,,,1,,,SPROUTS,,,,UT SUPPORT,,,,1.00,,,FOZ,,,,,,1.35,,,,
2,0007430680050,,,1,,,VIBRANT HEALTH,,,,UT VIBRANCE,,,,50.00,,,TAB,,,,,,2.15,,,,
3,0007430680030,,,1,,,VIBRANT HEALTH,,,,UT VIBRANCE,,,,2.02,,,OZ,,,,,,2.75,,,,
4,0003572000630,,,1,,,DISCOVER NUTRITION,,,,CLEAR TRACT,,,,60.00,,,CAP,,,,,,2.00,,,,
5,0003572000540,,,1,,,DISCOVER NUTRITION,,,,CLEAR TRACT,,,,1.76,,,OZ,,,,,,3.00,,,,
6,0008300026375,,,1,,,NATURE'S ANSWER,,,,UT ANSWER WITH D-MANNOSE,,,,90.00,,,VCP,,,,,,2.50,,,,
7,0008300026370,,,2,,,NATURE'S ANSWER,,,,UT ANSWER,,,,4.00,,,FOZ,,,,,,2.00,,,,
8,0064667062149,,,2,,,SPROUTS,,,,CRANBERRY + D-MANNOSE,,,,60.00,,,VCP,,,,,,2.20,,,,
9,0007628011777,,,2,,,SOLARAY,,,,D-MANNOSE,,,,60.00,,,VCP,,,,,,2.00,,,,
10,0007628063349,,,1,,,SOLARAY,,,,D-MANNOSE W/CRAN ACTIN,,,,120.00,,,VCP,,,,,,2.50,,,,
11,0073373902811,,,2,,,NOW,,,,D-MANNOSE 500MG,,,,120.00,,,CAP,,,,,,2.75,,,,
12,0073373902810,,,2,,,NOW,,,,D-MANNOSE POWDER,,,,3.00,,,OZ,,,,,,2.75,,,,
13,0073373902812,,,1,,,NOW,,,,CRANBERRY MANNOSE PLUS PROBIOTICS,,,,5.08,,,OZ,,,,,,3.75,,,,
14,0079001129069,,,1,,,JARROW FORMULAS,,,,D-MANNOSE W ORGANIC CRANBERRY,,,,81.00,,,GM,,,,,,3.65,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 10.00"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0070619500464,,,1,,,OREGON'S WILD HARVEST,,,,CRANBERRY-ORGANIC,,,,60.00,,,VCP,,,,,,2.23,,,,
2,0003367415134,,,2,,,NATURE'S WAY,,,,STNDRDZD EXT CRANBERRY CAPS,,,,60.00,,,VCP,,,,,,2.05,,,,
3,0003367415135,,,1,,,NATURE'S WAY,,,,STNDRDZD EXT CRANBERRY  VCAPS,,,,120.00,,,VCP,,,,,,2.55,,,,
4,0004746906330,,,1,,,NATROL,,,,CRANBERRY 250MG FAST DISSOLVE,,,,120.00,,,TAB,,,,,,2.60,,,,
5,0073373903230,,,1,,,NOW,,,,CRANBERRY CONCENTRATE,,,,100.00,,,CAP,,,,,,2.75,,,,
6,0079001114027,,,1,,,JARROW FORMULAS,,,,CRAN CLEARANCE,,,,100.00,,,CAP,,,,,,2.25,,,,
7,0006895804512,,,2,,,NATURAL FACTORS,,,,CRAN RICH 500 MG,,,,90.00,,,CAP,,,,,,2.45,,,,
8,0006895804514,,,1,,,NATURAL FACTORS,,,,CRANRICH-ORG-500MG,,,,90.00,,,SG,,,,,,2.10,,,,
9,0064667068032,,,1,,,SPROUTS,,,,CRAN-MAX CRANBERRY,,,,30.00,,,VCP,,,,,,2.00,,,,
10,0064667015440,,,2,,,SPROUTS,,,,CRANBERRY POWDER CAP,,,,90.00,,,VCP,,,,,,2.25,,,,
11,0007628000840,,,1,,,SOLARAY,,,,CRANACTIN CRANBERRY,,,,60.00,,,CAP,,,,,,2.00,,,,
12,0007628000841,,,1,,,SOLARAY,,,,CRANACTIN CRANBERRY,,,,120.00,,,CAP,,,,,,2.50,,,,
13,0007628008424,,,1,,,SOLARAY,,,,CRANACTIN CHEWABLE,,,,60.00,,,TAB,,,,,,2.50,,,,
14,0009746703952,,,1,,,NATURE'S PLUS,,,,ULTRA CRANBERRY 1000 MG,,,,60.00,,,TAB,,,,,,2.00,,,,
Positio,,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0003367410485,,,1,,,NATURE'S WAY,,,,CRAN RX GUMMIES,,,,60.00,,,CNT,,,,,,2.60,,,,
16,0003367415289,,,1,,,NATURE'S WAY,,,,CRAN RX,,,,30.00,,,VCP,,,,,,3.00,,,,
17,0006199868148,,,1,,,FLORA,,,,CRAN ESSENCE,,,,17.00,,,FOZ,,,,,,3.00,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
