8,0003398459205,,,,1,,,SOLGAR,,,,,MAGNESIUM CITRATE-CA ONLY,,,,,120.00,,,TAB,,,,,Feb 21 2016 1,,,,2.48,,,,,
9,0064667067151,,,,1,,,SPROUTS,,,,,MAG RELAX POWDER,,,,,5.60,,,OZ,,,,,Feb 21 2016 1,,,,2.97,,,,,
10,0018340500001,,,,2,,,NATURAL VITALITY,,,,,NATURAL CALM,,,,,8.00,,,OZ,,,,,Feb 21 2016 1,,,,2.81,,,,,
11,0018340500010,,,,2,,,NATURAL VITALITY,,,,,NATURAL CALM-RASPBERRY LEMON,,,,,8.00,,,OZ,,,,,Feb 21 2016 1,,,,2.75,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.97""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895804515,,,,2,,,NATURAL FACTORS,,,,,CELERY SEED EXTRACT,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.21,,,,,
2,0064667067178,,,,2,,,SPROUTS,,,,,POLICOSANOL 20 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
3,0079001118006,,,,1,,,JARROW FORMULAS,,,,,PANTETHINE 450 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.25,,,,,
4,0002354210841,,,,1,,,KYOLIC,,,,,TOTAL HEART HEALTH-FORMULA 108,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.25,,,,,
5,0075395000406,,,,1,,,DOCTORS BEST,,,,,FAST ACTING ARGININE COMPLEX W NITRO,,,,,60.00,,,TAB,,,,,,,,,2.10,,,,,
6,0079001129072,,,,1,,,JARROW FORMULAS,,,,,ARGININE-CITRULLINE SUSTAIN,,,,,120.00,,,TAB,,,,,,,,,2.55,,,,,
7,0009070000068,,,,1,,,HERB PHARM,,,,,HAWTHORN BLEND EXTRACT,,,,,1.00,,,FOZ,,,,,Feb 21 2016 1,,,,1.32,,,,,
8,0064667063125,,,,2,,,SPROUTS,,,,,HAWTHORN,,,,,1.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.29,,,,,
9,0064667015540,,,,2,,,SPROUTS,,,,,HAWTHORN POWDER CAP,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.20,,,,,
10,0003367414100,,,,1,,,NATURE'S WAY,,,,,HAWTHORN BERRIES,,,,,100.00,,,VCP,,,,,Feb 21 2016 1,,,,2.02,,,,,
11,0070619500420,,,,1,,,OREGON'S WILD HARVEST,,,,,HAWTHORN-ORGANIC,,,,,90.00,,,CAP,,,,,Feb 21 2016 1,,,,2.23,,,,,
12,0007628003660,,,,1,,,SOLARAY,,,,,HAWTHORN EXTRACT 100MG,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
13,0075106340000,,,,1,,,GAIA HERBS,,,,,HAWTHORN SUPREME LIQUID PHYTO CAPS,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.22,,,,,
14,0008300026586,,,,1,,,NATURE'S ANSWER,,,,,HAWTHORNE + HERBAL COMBINATION,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.46,,,,,
15,0007628002115,,,,1,,,SOLARAY,,,,,CIRCULATION BLEND SP 11B,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
16,0002124551539,,,,1,,,KAL,,,,,APPLE PECTIN 600 MG,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.50,,,,,
17,0002107801416,,,,1,,,SOURCE NATURALS,,,,,BETA SITOSTEROL MEGA 375 MG,,,,,120.00,,,TAB,,,,,Feb 21 2016 1,,,,2.87,,,,,
18,0085048700201,,,,1,,,COCOAVIA,,,,,MIX-DARK CHOCOLATE-COCOA- SINGLE,,,,,0.24,,,OZ,,,,,Feb 21 2016 1,,,,1.15,,,,,
19,0085048700207,,,,1,,,COCOAVIA,,,,,MIX-DARK CHOCOLATE-COCOA EXTRACT,,,,,2.40,,,OZ,,,,,Feb 21 2016 1,,,,3.10,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.81""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0060506941901,,,,2,,,HIMALAYA,,,,,GUGGUL,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.20,,,,,
2,0009746707360,,,,1,,,NATURE'S PLUS,,,,,RED YEAST RICE EXTENDED RELEAS,,,,,30.00,,,VTB,,,,,Feb 21 2016 1,,,,1.90,,,,,
3,0064667068205,,,,2,,,SPROUTS,,,,,RED YEAST RICE,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.25,,,,,
4,0003367415540,,,,1,,,NATURE'S WAY,,,,,RED YEAST RICE-600 MG,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.42,,,,,
5,0007628000448,,,,2,,,SOLARAY,,,,,RED YEAST RICE-600 MG,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.50,,,,,
6,0007628008892,,,,1,,,SOLARAY,,,,,RED YEAST RICE + COQ10-600 MG 30 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
7,0079001133001,,,,2,,,JARROW FORMULAS,,,,,RED YEAST RICE + COQ10,,,,,120.00,,,CAP,,,,,Feb 21 2016 1,,,,2.50,,,,,
8,0079001133002,,,,1,,,JARROW FORMULAS,,,,,RED YEAST RICE + NATTOKINASE,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.23,,,,,
9,0009746730738,,,,1,,,NATURE'S PLUS,,,,,SOURCE OF LIFE GARDEN RED YEAST RICE,,,,,60.00,,,VCP,,,,,,,,,2.34,,,,,
10,0073373903321,,,,1,,,NOW,,,,,RED YEAST RICE,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,1.97,,,,,
11,0073373903504,,,,1,,,NOW,,,,,RED YEAST RICE 1200 MG,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.00,,,,,
12,0073373903501,,,,1,,,NOW,,,,,RED YEAST RICE 600 MG-ORGANIC,,,,,120.00,,,VCP,,,,,,,,,2.32,,,,,
13,0073373901675,,,,1,,,NOW,,,,,RED OMEGA CARDIOVASCULAR SUPPORT,,,,,90.00,,,SG,,,,,Feb 21 2016 1,,,,2.72,,,,,
14,0003398402325,,,,2,,,SOLGAR,,,,,RED YEAST RICE 600 MG,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.60,,,,,
15,0074371501132,,,,1,,,BLUEBONNET,,,,,CHOLESTERICE,,,,,90.00,,,VCP,,,,,,,,,2.60,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895804556,,,,1,,,NATURAL FACTORS,,,,,CURCUMINRICH CARDIO OPTIMIZER,,,,,1.00,,,EA,,,,,,,,,2.43,,,,,
2,0003367411724,,,,1,,,NATURE'S WAY,,,,,TURMERICH HEART,,,,,60.00,,,CAP,,,,,,,,,2.42,,,,,
3,0064667062150,,,,1,,,SPROUTS,,,,,TUMERIC PLUS WITH COQ10,,,,,60.00,,,VCP,,,,,,,,,2.22,,,,,
4,0071036356841,,,,1,,,IRWIN NATURALS,,,,,COMPLETE CARDIO HEART CHOLEST,,,,,84.00,,,SG,,,,,Feb 21 2016 1,,,,2.56,,,,,
5,0007430680020,,,,1,,,VIBRANT HEALTH,,,,,COLESTEROL BLOCKER,,,,,60.00,,,WAF,,,,,Feb 21 2016 1,,,,2.50,,,,,
6,0085376000205,,,,1,,,LIFESEASONS,,,,,CHOLES-T-CHOLESTEROL SUPPORT,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.25,,,,,
7,0085376000202,,,,1,,,LIFESEASONS,,,,,B/P STABILI-T,,,,,120.00,,,VCP,,,,,Feb 21 2016 1,,,,2.25,,,,,
8,0074365000225,,,,1,,,EMERALD LABORATORIES,,,,,CHOLESTEROL HEALTH,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.56,,,,,
9,0074365000223,,,,1,,,EMERALD LABORATORIES,,,,,BLOOD PRESSURE HEALTH,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.56,,,,,
10,0074788902750,,,,1,,,CRYSTAL STAR,,,,,HEARTSEASE HBP,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.33,,,,,
11,0079001129019,,,,1,,,JARROW FORMULAS,,,,,PRESSURE OPTIMIZER,,,,,60.00,,,TAB,,,,,Feb 21 2016 1,,,,2.21,,,,,
12,0075592901190,,,,2,,,MICHAELS NATRO PRG,,,,,BLOOD PRESSURE FACTORS,,,,,90.00,,,VTB,,,,,Feb 21 2016 1,,,,2.58,,,,,
13,0075592901191,,,,1,,,MICHAELS NATRO PRG,,,,,BLOOD PRESSURE FACTORS,,,,,180.00,,,VTB,,,,,Feb 21 2016 1,,,,2.88,,,,,
14,0072778300401,,,,1,,,NEW CHAPTER,,,,,BLOOD PRESSURE TAKE CARE,,,,,30.00,,,VCP,,,,,,,,,2.18,,,,,
15,0079001129043,,,,2,,,JARROW FORMULAS,,,,,NATTOMAX 100 MG,,,,,90.00,,,CAP,,,,,Feb 21 2016 1,,,,2.06,,,,,
16,0075395000125,,,,2,,,DOCTORS BEST,,,,,NATTOKINASE-2000 FU,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.10,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17
Totals:",,,0060949231011,,,,"1
--------------- 20",,,,MRM,,CARDIO CHELATE,,,,180.00,,,,,,,VCP,,,,Feb 21 2016 1,,,,,2.87,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.92""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0002354210020,,,,1,,,KYOLIC,,,,,AGED GARLIC EXT LIQUID,,,,,2.00,,,FOZ,,,,,Feb 21 2016 1,,,,1.87,,,,,
2,0002354210031,,,,1,,,KYOLIC,,,,,AGE HI PO FORMULA 100,,,,,100.00,,,TAB,,,,,Feb 21 2016 1,,,,1.77,,,,,
3,0002354210041,,,,1,,,KYOLIC,,,,,100 HI POTENCY GARLIC,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.25,,,,,
4,0002354210043,,,,1,,,KYOLIC,,,,,100 KYOLIC HI PO GARLIC,,,,,300.00,,,CAP,,,,,Feb 21 2016 1,,,,3.11,,,,,
5,0002354220041,,,,1,,,KYOLIC,,,,,AGE RESERVE 600 MG,,,,,60.00,,,CAP,,,,,,,,,2.22,,,,,
6,0002354210941,,,,1,,,KYOLIC,,,,,BLOOD PRESSURE HEALTH-FORMULA 109,,,,,80.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
7,0002354210641,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 106,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
8,0002354211441,,,,1,,,KYOLIC,,,,,AGED GARLIC COQ10,,,,,75.00,,,CAP,,,,,,,,,2.22,,,,,
9,0002354211041,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT COQ10 FORMULA 11,,,,,100.00,,,CAP,,,,,,,,,2.22,,,,,
10,0002354210441,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FORMU 104,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
11,0002354210442,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 104,,,,,200.00,,,CAP,,,,,Feb 21 2016 1,,,,2.67,,,,,
12,0002354210241,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 102,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
13,0002354210242,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 102,,,,,200.00,,,CAP,,,,,Feb 21 2016 1,,,,2.67,,,,,
14,0002354210541,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 105,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
15,0002354210341,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FORMU 103,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.22,,,,,
16,0002354210342,,,,1,,,KYOLIC,,,,,AGED GARLIC EXTRACT FRM 103,,,,,200.00,,,CAP,,,,,Feb 21 2016 1,,,,2.67,,,,,
17,0006895802332,,,,1,,,NATURAL FACTORS,,,,,GARLIC CONCENTRATE 500 MG 90 SFTGL,,,,,90.00,,,SG,,,,,Feb 21 2016 1,,,,2.76,,,,,
18,0006895802333,,,,1,,,NATURAL FACTORS,,,,,GARLIC RICH GARLIC CONCENTRATE 500MG,,,,,180.00,,,SG,,,,,Feb 21 2016 1,,,,3.10,,,,,
19,0076394808503,,,,1,,,ENZYMATIC THERAPY,,,,,GARLINASE FRESH,,,,,30.00,,,TAB,,,,,Feb 21 2016 1,,,,4.50,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0071036358578,,,,1,,,IRWIN NATURALS,,,,,COQ10-PLUS HEART HEALTH,,,,,60.00,,,GCP,,,,,,,,,2.60,,,,,
2,0065801011592,,,,1,,,GARDEN OF LIFE,,,,,RAW COQ10-200 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.34,,,,,
3,0009492223181,,,,1,,,RESERVEAGE,,,,,ACTIVE UBIQUINOL COQ10-WITH RESVERAT,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,2.50,,,,,
4,0064667067088,,,,1,,,SPROUTS,,,,,COQ10 30 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
5,0064667067085,,,,1,,,SPROUTS,,,,,COQ10 100 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.00,,,,,
6,0064667067086,,,,1,,,SPROUTS,,,,,COQ10 100 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.10,,,,,
7,0064667068195,,,,1,,,SPROUTS,,,,,COQ10 300 MG,,,,,30.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
8,0064667067335,,,,1,,,SPROUTS,,,,,UBIQUINOL 60 MG,,,,,30.00,,,VCP,,,,,,,,,1.80,,,,,
9,0001579403525,,,,1,,,COUNTRY LIFE,,,,,MAXI-SORB Q GEL 30 MG,,,,,50.00,,,SG,,,,,Feb 21 2016 1,,,,2.25,,,,,
10,0001579403523,,,,1,,,COUNTRY LIFE,,,,,CO Q-10 100 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.25,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0001579403519,,,,1,,,COUNTRY LIFE,,,,,CO Q-10 100 MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.40,,,,,
12,0001579404050,,,,1,,,COUNTRY LIFE,,,,,NATURES GARLIC,,,,,90.00,,,SG,,,,,Feb 21 2016 1,,,,2.25,,,,,
13,0005323220101,,,,1,,,LIFETIME,,,,,ODORLESS GARLIC SOFTGELS,,,,,100.00,,,SG,,,,,Feb 21 2016 1,,,,2.10,,,,,
14,0007628019285,,,,1,,,SOLARAY,,,,,GARLIC-ORGANIC,,,,,100.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
15,0007628001289,,,,1,,,SOLARAY,,,,,GARLIC,,,,,100.00,,,CAP,,,,,Feb 21 2016 1,,,,2.00,,,,,
16,0003367413000,,,,1,,,NATURE'S WAY,,,,,GARLIC,,,,,100.00,,,VCP,,,,,Feb 21 2016 1,,,,2.02,,,,,
17,0064667068050,,,,1,,,SPROUTS,,,,,GARLIC 500 MG,,,,,100.00,,,SG,,,,,Feb 21 2016 1,,,,1.75,,,,,
18,0064667068051,,,,1,,,SPROUTS,,,,,GARLIC 500 MG,,,,,250.00,,,SG,,,,,Feb 21 2016 1,,,,2.10,,,,,
19,0064667068060,,,,1,,,SPROUTS,,,,,HIGH ALLICIN GARLIC 500 MG ODOR FREE,,,,,60.00,,,VTB,,,,,Feb 21 2016 1,,,,2.10,,,,,
20,0064667012140,,,,1,,,SPROUTS,,,,,GARLIC,,,,,1.00,,,FOZ,,,,,Feb 21 2016 1,,,,1.32,,,,,
21,0064667015480,,,,1,,,SPROUTS,,,,,GARLIC POWDER CAP,,,,,90.00,,,VCP,,,,,Feb 21 2016 1,,,,2.22,,,,,
22,0003367406793,,,,1,,,NATURE'S WAY,,,,,GARLICIN,,,,,90.00,,,TAB,,,,,Feb 21 2016 1,,,,2.02,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079001106003,,,,1,,,JARROW FORMULAS,,,,,ULTRA POTENT CO Q10 100 MG,,,,,60.00,,,CAP,,,,,Feb 21 2016 1,,,,1.84,,,,,
2,0079001106014,,,,1,,,JARROW FORMULAS,,,,,Q-SORB COQ10 30MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.58,,,,,
3,0079001106018,,,,1,,,JARROW FORMULAS,,,,,Q-SORB COQ10 100 MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.58,,,,,
4,0079001106019,,,,1,,,JARROW FORMULAS,,,,,UBIQUINOL QH-ABSORB 100 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.50,,,,,
5,0079001106025,,,,1,,,JARROW FORMULAS,,,,,UBIQUINOL QH-ABSORB 100 MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.58,,,,,
6,0079001106026,,,,1,,,JARROW FORMULAS,,,,,UBIQUINOL QH-ABSORB 200 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.25,,,,,
7,0079001106027,,,,1,,,JARROW FORMULAS,,,,,QH + PQQ,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.13,,,,,
8,0079001106028,,,,1,,,JARROW FORMULAS,,,,,QH+PQQ,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.21,,,,,
9,0079001112032,,,,1,,,JARROW FORMULAS,,,,,PQQ 20 MG,,,,,30.00,,,CAP,,,,,Feb 21 2016 1,,,,1.75,,,,,
10,0007628036510,,,,1,,,SOLARAY,,,,,PQQ COQ-10 W NAC & GLUTATHIONE,,,,,30.00,,,VCP,,,,,,,,,2.00,,,,,
11,0075395000069,,,,1,,,DOCTORS BEST,,,,,HIGH ABSORPTION COQ10-100 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.10,,,,,
12,0075395000188,,,,1,,,DOCTORS BEST,,,,,COQ 10 (100MG) HGH ABSORPTION,,,,,120.00,,,CNT,,,,,Feb 21 2016 1,,,,2.38,,,,,
13,0075395000111,,,,1,,,DOCTORS BEST,,,,,HIGH ABSORPTION CoQ10-200 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.10,,,,,
14,0075395000157,,,,1,,,DOCTORS BEST,,,,,HIGH ABSORPTION COQ10-400 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.10,,,,,
15,0073373903184,,,,1,,,NOW,,,,,COQ10 30 MG,,,,,60.00,,,VCP,,,,,Feb 21 2016 1,,,,2.00,,,,,
16,0073373903210,,,,1,,,NOW,,,,,COQ10 100 MG WITH HAWTHORN BERRY,,,,,30.00,,,VCP,,,,,Feb 21 2016 1,,,,1.86,,,,,
17,0074371500805,,,,1,,,BLUEBONNET,,,,,COQ10 60 MG SOFTGELS,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.24,,,,,
18,0074371500808,,,,1,,,BLUEBONNET,,,,,COQ10 100 MG SOFTGELS,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.24,,,,,
19,0074371500791,,,,1,,,BLUEBONNET,,,,,CELLULAR ACTIVE UBIQUINOL 50 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.24,,,,,
20,0074371500792,,,,1,,,BLUEBONNET,,,,,CELLULAR ACTIVE UBIQUINOL 100 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.00,,,,,
21,0003398402641,,,,2,,,SOLGAR,,,,,UBIQUINOL 100 MG,,,,,50.00,,,SG,,,,,,,,,2.00,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 1.00"",   Product: 3' 11.81""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0006895802070,,,,1,,,NATURAL FACTORS,,,,,COENZYME Q10-100 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
