3,0071036325554,,,,1,,,NATURE'S SECRET,,,,,,,15 DAY WEIGHT LOSS CLEANSE FLUSH,,,,,,60.00,,,TAB,,,,,Jul 10 2016 1,,,,,2.30,,,,,,
4,0065801011833,,,,1,,,GARDEN OF LIFE,,,,,,,PROBIOTICS-FITBIOTIC-WEIGHT MGT-ORG,,,,,,20.00,,,PKT,,,,,Jul 10 2016 1,,,,,3.50,,,,,,
5,0081690701121,,,,1,,,CREATIVE BIOSCIENCE,,,,,,,PROBIOTICS 1234,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,3.05,,,,,,
6,0081690701036,,,,1,,,CREATIVE BIOSCIENCE,,,,,,,1234 DIET DROPS,,,,,,2.00,,,FOZ,,,,,,,,,,3.05,,,,,,
7,0060506902001,,,,1,,,HIMALAYA,,,,,,,LEANCARE-WEIGHT MANAGEMENT,,,,,,120.00,,,VCP,,,,,,,,,,2.35,,,,,,
8,0009070000307,,,,1,,,HERB PHARM,,,,,,,THYROID LIFTING,,,,,,1.00,,,FOZ,,,,,Jul 10 2016 1,,,,,1.30,,,,,,
9,0074365000224,,,,2,,,EMERALD LABORATORIES,,,,,,,THYROID HEALTH,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.25,,,,,,
10,0064667062101,,,,1,,,SPROUTS,,,,,,,THYROID POWDER CAP,,,,,,90.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.25,,,,,,
11,0007628005210,,,,1,,,SOLARAY,,,,,,,THYROID CAPS,,,,,,60.00,,,CAP,,,,,Jul 10 2016 1,,,,,2.00,,,,,,
12,0006895804940,,,,1,,,NATURAL FACTORS,,,,,,,THYROSENSE,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.21,,,,,,
13,0001579401595,,,,1,,,COUNTRY LIFE,,,,,,,THYRO-MAX,,,,,,60.00,,,TAB,,,,,Jul 10 2016 1,,,,,2.15,,,,,,
14,0076394804351,,,,1,,,ENZYMATIC THERAPY,,,,,,,METABOLIC ADVANTAGE THYROID FORM,,,,,,100.00,,,CAP,,,,,Jul 10 2016 1,,,,,2.35,,,,,,
15,0075106339990,,,,1,,,GAIA HERBS,,,,,,,THYROID SUPPORT LIQUID PHYTO CAPS,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.20,,,,,,
16,0075106399667,,,,1,,,GAIA HERBS,,,,,,,THYROID SUPPORT,,,,,,120.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.42,,,,,,
17,0085376000221,,,,1,,,LIFESEASONS,,,,,,,PROSPERI-T THYROID SUPPORT,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.13,,,,,,
18,0037140110201,,,,1,,,NATRABIO,,,,,,,THYROID SUPPROT,,,,,,1.00,,,OZ,,,,,Jul 10 2016 1,,,,,1.75,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 2,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0073373902075,,,,1,,,NOW,,,,,,,THERMO GREEN TEA,,,,,,90.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.51,,,,,,
2,0071036356889,,,,1,,,IRWIN NATURALS,,,,,,,TRIPLE TEA FAT BURNER,,,,,,75.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
3,0071036326354,,,,1,,,IRWIN NATURALS,,,,,,,GREEN TEA FAT METABOLIZER,,,,,,75.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
4,0071036357828,,,,1,,,IRWIN NATURALS,,,,,,,GREEN TEA FAT METABOLIZER,,,,,,150.00,,,SG,,,,,Jul 10 2016 1,,,,,2.88,,,,,,
5,0071036358246,,,,1,,,IRWIN NATURALS,,,,,,,TRIPLE-DIET MAX ACCELERATOR,,,,,,72.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
6,0071036326247,,,,1,,,IRWIN NATURALS,,,,,,,SYSTEM-SIX,,,,,,100.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
7,0071036358926,,,,1,,,IRWIN NATURALS,,,,,,,SUPER SYSTEM-SIX RED,,,,,,72.00,,,SG,,,,,,,,,,2.50,,,,,,
8,0085376000203,,,,1,,,LIFESEASONS,,,,,,,METABOLISM-WEIGHT CONTROL,,,,,,70.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.20,,,,,,
9,0074788904140,,,,1,,,CRYSTAL STAR,,,,,,,THIN AFTER 40,,,,,,60.00,,,VCP,,,,,,,,,,2.33,,,,,,
10,0074365000219,,,,1,,,EMERALD LABORATORIES,,,,,,,ADRENAL HEALTH,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.25,,,,,,
11,0064667017320,,,,1,,,SPROUTS,,,,,,,ADRENAL RX POWDER CAP,,,,,,90.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.25,,,,,,
12,0007628005100,,,,1,,,SOLARAY,,,,,,,ADRENAL CAPS 170MG,,,,,,60.00,,,CAP,,,,,Jul 10 2016 1,,,,,2.00,,,,,,
13,0006895804941,,,,1,,,NATURAL FACTORS,,,,,,,ADRENASENSE,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.21,,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0073373903344,,,,1,,,NOW,,,,,,,SUPER CORTISOL SUPPORT,,,,,,90.00,,,VCP,,,,,Jul 10 2016 1,,,,,1.97,,,,,,
15,0075106314940,,,,1,,,GAIA HERBS,,,,,,,ADRENAL HEALTH-JUMP START,,,,,,60.00,,,VCP,,,,,,,,,,2.20,,,,,,
16,0075106340300,,,,1,,,GAIA HERBS,,,,,,,ADRENAL HEALTH LIQUID PHYTO CAPS,,,,,,60.00,,,CAP,,,,,Jul 10 2016 1,,,,,2.20,,,,,,
17,0075106399668,,,,1,,,GAIA HERBS,,,,,,,ADRENAL HEALTH,,,,,,120.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.42,,,,,,
18,0065801012186,,,,1,,,GARDEN OF LIFE,,,,,,,ADRENAL-ORG-DAILY BALANCE-MY KIND,,,,,,120.00,,,TAB,,,,,,,,,,2.80,,,,,,
19,0064685816008,,,,1,,,BIORAY,,,,,,,LOVING ENERGY ADRENAL SUPPORT,,,,,,2.00,,,FOZ,,,,,,,,,,1.61,,,,,,
20,0009090000015,,,,2,,,HERB PHARM,,,,,,,ADRENAL SUPPORT TONIC,,,,,,1.00,,,FOZ,,,,,Jul 10 2016 1,,,,,1.30,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 3,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0060194477728,,,,1,,,PARADISE HERBS,,,,,,,COLEUS FORSKOLII,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.00,,,,,,
2,0081690701193,,,,1,,,CREATIVE BIOSCIENCE,,,,,,,DEFIANCE FORSKOLIN,,,,,,60.00,,,VCP,,,,,Nov 13 2016 1,,,,,3.03,,,,,,
3,0064667068211,,,,1,,,SPROUTS,,,,,,,RASPBERRY KETONE,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,1.75,,,,,,
4,0087894100251,,,,1,,,TRACE MINERALS,,,,,,,RASPBERRY KETONE,,,,,,30.00,,,CAP,,,,,Jul 10 2016 1,,,,,1.80,,,,,,
5,0006895835561,,,,1,,,NATURAL FACTORS,,,,,,,PGX DAILY-750 MG,,,,,,120.00,,,SG,,,,,Jul 10 2016 1,,,,,3.10,,,,,,
6,0003367415589,,,,1,,,NATURE'S WAY,,,,,,,GLUCOMANNAN,,,,,,180.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.88,,,,,,
7,0001579401735,,,,1,,,BIOCHEM,,,,,,,CARB PHASER-1000 MG,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.15,,,,,,
8,0071036326356,,,,1,,,IRWIN NATURALS,,,,,,,3 IN 1 CARB BLOCKER,,,,,,75.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
9,0071036358638,,,,1,,,IRWIN NATURALS,,,,,,,SUPER CITRUS LIPO-BURNER,,,,,,60.00,,,SG,,,,,Nov  6 2016 1,,,,,2.50,,,,,,
10,0074788901760,,,,1,,,CRYSTAL STAR,,,,,,,CELLULITE TONE,,,,,,60.00,,,VCP,,,,,,,,,,2.33,,,,,,
11,0006895802045,,,,1,,,NATURAL FACTORS,,,,,,,TONALIN CLA 1000 MG,,,,,,60.00,,,SG,,,,,Jul 10 2016 1,,,,,2.38,,,,,,
12,0006895802046,,,,1,,,NATURAL FACTORS,,,,,,,CLA TONALIN,,,,,,90.00,,,SG,,,,,Jul 10 2016 1,,,,,2.71,,,,,,
13,0064667068022,,,,1,,,SPROUTS,,,,,,,TONALIN CLA 1000 MG,,,,,,90.00,,,SG,,,,,Jul 10 2016 1,,,,,2.50,,,,,,
14,0004746900863,,,,1,,,NATROL,,,,,,,TONALIN CLA 1200 MG,,,,,,60.00,,,SG,,,,,Jul 10 2016 1,,,,,2.60,,,,,,
15,0004746900864,,,,1,,,NATROL,,,,,,,TONALIN CLA 1200 MG,,,,,,90.00,,,SG,,,,,Jul 10 2016 1,,,,,2.60,,,,,,
16,0071036358225,,,,1,,,IRWIN NATURALS,,,,,,,CLA LEAN BODY FAT REDUCTION,,,,,,80.00,,,SG,,,,,,,,,,2.50,,,,,,
17,0060949214005,,,,1,,,MRM,,,,,,,CLA-1250 MG,,,,,,90.00,,,SG,,,,,Jul 10 2016 1,,,,,2.52,,,,,,
18,0060949214004,,,,1,,,MRM,,,,,,,CLA-1250 MG,,,,,,180.00,,,SG,,,,,Jul 10 2016 1,,,,,2.95,,,,,,
19,0070587500046,,,,1,,,BARLEANS,,,,,,,CLA-APPLE SWIRL,,,,,,16.00,,,OZ,,,,,Jul 10 2016 1,,,,,2.91,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007628066054,,,,1,,,SOLARAY,,,,,,,CARALLUMA,,,,,,30.00,,,VCP,,,,,,,,,,1.97,,,,,,
2,0074365000184,,,,1,,,EMERALD LABORATORIES,,,,,,,SLIMALUMA,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.25,,,,,,
3,0064667062136,,,,1,,,SPROUTS,,,,,,,GARCINIA,,,,,,2.00,,,FOZ,,,,,Jul 10 2016 1,,,,,1.53,,,,,,
4,0060194477839,,,,1,,,PARADISE HERBS,,,,,,,GARCINIA CAMBOGIA,,,,,,60.00,,,VCP,,,,,Jul 10 2016 1,,,,,2.00,,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0002107800553,1,SOURCE NATURALS,GARCINIA 1000 MG,42.00,TAB,
6,0060506942401,1,HIMALAYA,GARCINIA-ORGANIC,60.00,CAP,
7,0079001114087,1,JARROW FORMULAS,HCACTIVE-GARCINIA CAMBOGIA,90.00,VCP,
8,0004746906734,1,NATROL,GARCINIA CAMBOGIA EXTRACT,120.00,CAP,
9,0081690701047,1,CREATIVE BIOSCIENCE,GARCINIA CAMBOGIA 1234,60.00,VCP,
10,0081690701031,1,CREATIVE BIOSCIENCE,GREEN COFFEE BEAN PURE EXTRACT 800MG,60.00,VCP,
11,0060194477830,1,PARADISE HERBS,SAFFR-TONE SAFFRON EXTRACT,60.00,VCP,
12,0060194477831,1,PARADISE HERBS,GREEN COFFEE BEAN,60.00,VCP,
13,0060194477833,1,PARADISE HERBS,GREEN COFFEE SVETOL,60.00,VCP,
14,0064667067135,1,SPROUTS,KELP VINEGAR LECITHIN B6,100.00,VCP,
15,0006895802056,2,NATURAL FACTORS,CIDER VINEGAR 500 MG,180.00,CAP,
16,0002124551860,1,KAL,APPLE CIDER VINEGAR 500 MG,120.00,TAB,
17,0004064700116,1,NATURE'S LIFE,APPLE CIDER VINEGAR 250 MG,250.00,TAB,
18,0067048010082,1,ENZYMEDICA,APPLE CIDER VINEGAR,60.00,CAP,
19,0060194477799,1,PARADISE HERBS,SLIMMING GREENS,6.40,OZ,
Totals:,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 10.50"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065801011676,,,,1,,,GARDEN OF LIFE,,,,,,,RAW FIT PACKET,,,,,,1.40,,,OZ,,,,,Jul 10 2016 1,,,,,4.45,,,,,,
2,0065801011675,,,,1,,,GARDEN OF LIFE,,,,,,,RAW FIT-10 PK-CS,,,,,,14.10,,,OZ,,,,,Jul 10 2016 1,,,,,4.65,,,,,,
3,0065801011672,,,,1,,,GARDEN OF LIFE,,,,,,,RAW FIT,,,,,,14.00,,,OZ,,,,,Jul 10 2016 1,,,,,4.75,,,,,,
4,0065801012040,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-ORG-ORIGINAL,,,,,,30.10,,,OZ,,,,,Jan  1 2017 1,,,,,5.10,,,,,,
5,0065801011744,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-VANILLA-ORGANIC-SNGL,,,,,,1.50,,,OZ,,,,,Jul 10 2016 1,,,,,4.45,,,,,,
6,0065801011743,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-VANILLA-ORG-10 PK,,,,,,15.00,,,OZ,,,,,Jul 10 2016 1,,,,,4.65,,,,,,
7,0065801011741,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-VANILLA-ORGANIC,,,,,,14.80,,,OZ,,,,,Jul 10 2016 1,,,,,4.75,,,,,,
8,0065801012042,,,,2,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-ORG-VANILLA,,,,,,32.20,,,OZ,,,,,,,,,,5.10,,,,,,
9,0065801011746,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-CHOCOLATE-ORGANIC-SG,,,,,,1.60,,,OZ,,,,,Jul 10 2016 1,,,,,4.45,,,,,,
10,0065801011745,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-CHOCOLATE-ORG-10 PK,,,,,,16.00,,,OZ,,,,,Jul 10 2016 1,,,,,4.65,,,,,,
11,0065801011742,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-CHOCOLATE-ORGANIC,,,,,,15.80,,,OZ,,,,,Jul 10 2016 1,,,,,4.75,,,,,,
12,0065801011984,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-ORG-CHOCOLATE,,,,,,32.50,,,OZ,,,,,Dec 25 2016 1,,,,,5.10,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.97""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085980500690,,,,2,,,ZHOU,,,,,,KETO TEST,,,,,,125.00,,,,CNT,,,,,,,,,1.92,,,,,,,
2,0085980500621,,,,2,,,ZHOU,,,,,,KETO DRIVE-ORANGE MANGO,,,,,,8.29,,,,OZ,,,,,,,,,3.66,,,,,,,
3,0085980500619,,,,1,,,ZHOU,,,,,,KETO DRIVE-BLACK CHERRY,,,,,,8.47,,,,OZ,,,,,,,,,3.66,,,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,,Size,,,UOM,,,,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0081640102095,,,,2,,,ANCIENT NUTRITION,,,,,,,KETO FIRE,,,,,,180.00,,,CAP,,,,,,,,,,3.12,,,,,,
5,0081640102115,,,,2,,,ANCIENT NUTRITION,,,,,,,KETO FIRE-CAFFEINE FREE,,,,,,180.00,,,CAP,,,,,,,,,,3.12,,,,,,
6,0089098500121,,,,2,,,PLANT FUSION,,,,,,,PLANTFUSION LEAN VANILLA,,,,,,14.82,,,OZ,,,,,Oct 16 2016 1,,,,,4.88,,,,,,
7,0089098500122,,,,1,,,PLANT FUSION,,,,,,,LEAN-COMPLETE-CHOCOLATE BROWNIE,,,,,,14.82,,,OZ,,,,,,,,,,4.88,,,,,,
8,0068844925872,,,,1,,,ALMASED,,,,,,,SYNERGY DIET,,,,,,17.60,,,OZ,,,,,Jul 10 2016 1,,,,,3.95,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 1.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0081640102113,,,,2,,,ANCIENT NUTRITION,,,,,,COLLAGEN-KETO,,,,,,19.00,,,,OZ,,,,,,,,,4.90,,,,,,,
2,0081640102087,,,,2,,,ANCIENT NUTRITION,,,,,,KETO PROTEIN-VANILLA,,,,,,18.70,,,,OZ,,,,,,,,,4.90,,,,,,,
3,0081640102088,,,,1,,,ANCIENT NUTRITION,,,,,,PROTEIN-KETO-CHOCOLATE,,,,,,19.00,,,,OZ,,,,,,,,,4.90,,,,,,,
4,0081640102089,,,,1,,,ANCIENT NUTRITION,,,,,,KETO PROTEIN-TUMERIC SPICE,,,,,,18.30,,,,OZ,,,,,,,,,4.90,,,,,,,
5,0081640102092,,,,1,,,ANCIENT NUTRITION,,,,,,PROTEIN-KETO-MAPLE,,,,,,18.70,,,,OZ,,,,,,,,,4.90,,,,,,,
6,0081640102090,,,,1,,,ANCIENT NUTRITION,,,,,,PROTEIN-KETO-COFFEE,,,,,,19.20,,,,OZ,,,,,,,,,4.90,,,,,,,
7,0081640102118,,,,1,,,ANCIENT NUTRITION,,,,,,FEAST-KETO-VANILLA-PKT,,,,,,1.65,,,,OZ,,,,,,,,,3.90,,,,,,,
8,0081640102098,,,,1,,,ANCIENT NUTRITION,,,,,,FEAST-KETO-VANILLA-12 PACK,,,,,,19.90,,,,OZ,,,,,,,,,4.00,,,,,,,
9,0081640102119,,,,1,,,ANCIENT NUTRITION,,,,,,FEAST-KETO-CHOCOLATE-PKT,,,,,,1.69,,,,OZ,,,,,,,,,3.90,,,,,,,
10,0081640102099,,,,1,,,ANCIENT NUTRITION,,,,,,FEAST-KETO-CHOCOLATE-12 PACK,,,,,,20.30,,,,OZ,,,,,,,,,4.00,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
